ID;site;region;origin;frequency_A;total_A;percentage_site_A;sites_A;percentage_in_all_A;rounded_A;frequency_B;total_B;percentage_site_B;sites_B;percentage_in_all_B;rounded_B;frequency_C;total_C;percentage_site_C;sites_C;percentage_in_all_C;rounded_C;frequency_D;total_D;percentage_site_D;sites_D;percentage_in_all_D;rounded_D;;frequency_all;total_all;percenage_site_all;sites_all;percentage_all_all;percentage_all_all_rounded
131;Arles;Gallia;Baetica;0;81.5;0;25;0;0;0;60.5;0;29;0;0;0;60.5;0;28;0;0;0;4.5;0;22;0;0;;0;207;0;35;0;0
132;Arles;Gallia;Tarraconensis;0;81.5;0;25;0;0;0;60.5;0;29;0;0;0;60.5;0;28;0;0;0;4.5;0;22;0;0;;0;207;0;35;0;0
133;Arles;Gallia;North Africa;2;81.5;2.45398773;25;0.098159509;0.1;1;60.5;1.652892562;29;0.056996295;0.1;1;60.5;1.652892562;28;0.059031877;0.1;0;4.5;0;22;0;0;;4;207;1.93236715;35;0.05521049;0.1
134;Arles;Gallia;Iberian Peninsula;0;81.5;0;25;0;0;57.5;60.5;95.04132231;29;3.277286976;3.3;57.5;60.5;95.04132231;28;3.39433294;3.4;2;4.5;44.44444444;22;2.02020202;2;;117;207;56.52173913;35;1.614906832;1.6
135;Arles;Gallia;Aegean;0;81.5;0;25;0;0;1;60.5;1.652892562;29;0.056996295;0.1;1;60.5;1.652892562;28;0.059031877;0.1;1;4.5;22.22222222;22;1.01010101;1;;3;207;1.449275362;35;0.041407867;0
136;Arles;Gallia;Western Mediterranean;0;81.5;0;25;0;0;0;60.5;0;29;0;0;0;60.5;0;28;0;0;0;4.5;0;22;0;0;;0;207;0;35;0;0
137;Arles;Gallia;Eastern Mediterranean;0;81.5;0;25;0;0;1;60.5;1.652892562;29;0.056996295;0.1;1;60.5;1.652892562;28;0.059031877;0.1;1;4.5;22.22222222;22;1.01010101;1;;3;207;1.449275362;35;0.041407867;0
138;Arles;Gallia;unknown;0;81.5;0;25;0;0;0;60.5;0;29;0;0;0;60.5;0;28;0;0;0;4.5;0;22;0;0;;0;207;0;35;0;0
139;Arles;Gallia;Pontic Sea;0;81.5;0;25;0;0;0;60.5;0;29;0;0;0;60.5;0;28;0;0;0;4.5;0;22;0;0;;0;207;0;35;0;0
140;Arles;Gallia;Egypt;0;81.5;0;25;0;0;0;60.5;0;29;0;0;0;60.5;0;28;0;0;0;4.5;0;22;0;0;;0;207;0;35;0;0
142;Arles;Gallia;Adria;0;81.5;0;25;0;0;0;60.5;0;29;0;0;0;60.5;0;28;0;0;0;4.5;0;22;0;0;;0;207;0;35;0;0
143;Frejus;Gallia;Italy;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;28;0;0;0;24;0;22;0;0;;0;24;0;35;0;0
144;Frejus;Gallia;Baetica;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;28;0;0;0;24;0;22;0;0;;0;24;0;35;0;0
145;Frejus;Gallia;Tarraconensis;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;28;0;0;0;24;0;22;0;0;;0;24;0;35;0;0
146;Frejus;Gallia;North Africa;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;28;0;0;1;24;4.166666667;22;0.189393939;0.2;;1;24;4.166666667;35;0.119047619;0.1
147;Frejus;Gallia;Iberian Peninsula;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;28;0;0;19;24;79.16666667;22;3.598484848;3.6;;19;24;79.16666667;35;2.261904762;2.3
148;Frejus;Gallia;Aegean;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;28;0;0;0;24;0;22;0;0;;0;24;0;35;0;0
149;Frejus;Gallia;Western Mediterranean;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;28;0;0;0;24;0;22;0;0;;0;24;0;35;0;0
150;Frejus;Gallia;Eastern Mediterranean;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;28;0;0;0;24;0;22;0;0;;0;24;0;35;0;0
151;Frejus;Gallia;unknown;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;28;0;0;4;24;16.66666667;22;0.757575758;0.8;;4;24;16.66666667;35;0.476190476;0.5
152;Frejus;Gallia;Pontic Sea;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;28;0;0;0;24;0;22;0;0;;0;24;0;35;0;0
153;Frejus;Gallia;Egypt;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;28;0;0;0;24;0;22;0;0;;0;24;0;35;0;0
155;Frejus;Gallia;Adria;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;28;0;0;0;24;0;22;0;0;;0;24;0;35;0;0
156;La Nautique;Gallia;Italy;3.6666;153.6676;2.38605926;25;0.09544237;0.1;0.6666;110.6676;0.602344318;29;0.020770494;0;0.6666;110.6676;0.602344318;28;0.021512297;0;0;0;0;22;0;0;;4.9998;375.0028;1.333270045;35;0.03809343;0
157;La Nautique;Gallia;Baetica;9.213;153.6676;5.995408271;25;0.239816331;0.2;9.213;110.6676;8.32492979;29;0.287066544;0.3;9.213;110.6676;8.32492979;28;0.297318921;0.3;0;0;0;22;0;0;;27.639;375.0028;7.370344968;35;0.210581285;0.2
158;La Nautique;Gallia;Tarraconensis;106.484;153.6676;69.2950238;25;2.771800952;2.8;71.484;110.6676;64.59343114;29;2.227359694;2.2;71.484;110.6676;64.59343114;28;2.306908255;2.3;0;0;0;22;0;0;;249.452;375.0028;66.52003665;35;1.900572476;1.9
159;La Nautique;Gallia;North Africa;3.553;153.6676;2.312133462;25;0.092485338;0.1;2.553;110.6676;2.306908255;29;0.079548561;0.1;2.553;110.6676;2.306908255;28;0.082389581;0.1;0;0;0;22;0;0;;8.659;375.0028;2.309049426;35;0.065972841;0.1
160;La Nautique;Gallia;Iberian Peninsula;0;153.6676;0;25;0;0;0;110.6676;0;29;0;0;0;110.6676;0;28;0;0;0;0;0;22;0;0;;0;375.0028;0;35;0;0
161;La Nautique;Gallia;Aegean;0;153.6676;0;25;0;0;0;110.6676;0;29;0;0;0;110.6676;0;28;0;0;0;0;0;22;0;0;;0;375.0028;0;35;0;0
162;La Nautique;Gallia;Western Mediterranean;0;153.6676;0;25;0;0;0;110.6676;0;29;0;0;0;110.6676;0;28;0;0;0;0;0;22;0;0;;0;375.0028;0;35;0;0
163;La Nautique;Gallia;Eastern Mediterranean;3;153.6676;1.9522658;25;0.078090632;0.1;0;110.6676;0;29;0;0;0;110.6676;0;28;0;0;0;0;0;22;0;0;;3;375.0028;0.799994027;35;0.022856972;0
164;La Nautique;Gallia;unknown;27.751;153.6676;18.0591094;25;0.722364376;0.7;26.751;110.6676;24.1723865;29;0.833530569;0.8;26.751;110.6676;24.1723865;28;0.863299518;0.9;0;0;0;22;0;0;;81.253;375.0028;21.66730488;35;0.619065854;0.6
165;La Nautique;Gallia;Pontic Sea;0;153.6676;0;25;0;0;0;110.6676;0;29;0;0;0;110.6676;0;28;0;0;0;0;0;22;0;0;;0;375.0028;0;35;0;0
166;La Nautique;Gallia;Egypt;0;153.6676;0;25;0;0;0;110.6676;0;29;0;0;0;110.6676;0;28;0;0;0;0;0;22;0;0;;0;375.0028;0;35;0;0
168;La Nautique;Gallia;Adria;0;153.6676;0;25;0;0;0;110.6676;0;29;0;0;0;110.6676;0;28;0;0;0;0;0;22;0;0;;0;375.0028;0;35;0;0
169;La Ramiere;Gallia;Italy;6;14;42.85714286;25;1.714285714;1.7;20.5;110.6676;18.52394016;29;0.638756557;0.6;19;203.5;9.336609337;28;0.333450333;0.3;5.75;70.25;8.185053381;22;0.372047881;0.4;;51.25;398.4176;12.86338756;35;0.367525359;0.4
170;La Ramiere;Gallia;Baetica;0;14;0;25;0;0;0;85;0;29;0;0;0;203.5;0;28;0;0;0;70.25;0;22;0;0;;0;372.75;0;35;0;0
171;La Ramiere;Gallia;Tarraconensis;0;14;0;25;0;0;0;85;0;29;0;0;0;203.5;0;28;0;0;0;70.25;0;22;0;0;;0;372.75;0;35;0;0
172;La Ramiere;Gallia;North Africa;0;14;0;25;0;0;5.5;85;6.470588235;29;0.223123732;0.2;7;203.5;3.43980344;28;0.122850123;0.1;2.5;70.25;3.558718861;22;0.161759948;0.2;;15;372.75;4.024144869;35;0.114975568;0.1
173;La Ramiere;Gallia;Iberian Peninsula;6.5;14;46.42857143;25;1.857142857;1.9;68.5;85;80.58823529;29;2.778904665;2.8;163.5;203.5;80.34398034;28;2.869427869;2.9;55.75;70.25;79.3594306;22;3.607246846;3.6;;294.25;372.75;78.94030852;35;2.255437386;2.3
174;La Ramiere;Gallia;Aegean;0;14;0;25;0;0;0;85;0;29;0;0;0;203.5;0;28;0;0;0;70.25;0;22;0;0;;0;372.75;0;35;0;0
175;La Ramiere;Gallia;Western Mediterranean;0;14;0;25;0;0;0;85;0;29;0;0;0;203.5;0;28;0;0;0;70.25;0;22;0;0;;0;372.75;0;35;0;0
176;La Ramiere;Gallia;Eastern Mediterranean;0;14;0;25;0;0;0;85;0;29;0;0;0;203.5;0;28;0;0;0;70.25;0;22;0;0;;0;372.75;0;35;0;0
177;La Ramiere;Gallia;unknown;1.5;14;10.71428571;25;0.428571429;0.4;11;85;12.94117647;29;0.446247465;0.4;14;203.5;6.87960688;28;0.245700246;0.2;6.25;70.25;8.896797153;22;0.404399871;0.4;;32.75;372.75;8.786049631;35;0.251029989;0.3
178;La Ramiere;Gallia;Pontic Sea;0;14;0;25;0;0;0;85;0;29;0;0;0;203.5;0;28;0;0;0;70.25;0;22;0;0;;0;372.75;0;35;0;0
179;La Ramiere;Gallia;Egypt;0;14;0;25;0;0;0;85;0;29;0;0;0;203.5;0;28;0;0;0;70.25;0;22;0;0;;0;372.75;0;35;0;0
181;La Ramiere;Gallia;Adria;0;14;0;25;0;0;0;85;0;29;0;0;0;203.5;0;28;0;0;0;70.25;0;22;0;0;;0;372.75;0;35;0;0
182;Lyon;Gallia;Italy;160.25;541.46;29.59590736;25;1.183836294;1.2;38.49;268.06;14.35872566;29;0.495128471;0.5;0;0;0;28;0;0;0;0;0;22;0;0;;198.74;809.52;24.55035083;35;0.701438595;0.7
183;Lyon;Gallia;Baetica;163.06;541.46;30.1148746;25;1.204594984;1.2;97.14;268.06;36.23815564;29;1.249591574;1.2;0;0;0;28;0;0;0;0;0;22;0;0;;260.2;809.52;32.1425042;35;0.918357263;0.9
184;Lyon;Gallia;Tarraconensis;45.1;541.46;8.329331807;25;0.333173272;0.3;38.94;268.06;14.52659852;29;0.50091719;0.5;0;0;0;28;0;0;0;0;0;22;0;0;;84.04;809.52;10.38146062;35;0.296613161;0.3
185;Lyon;Gallia;North Africa;0;541.46;0;25;0;0;0;268.06;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;809.52;0;35;0;0
186;Lyon;Gallia;Iberian Peninsula;0;541.46;0;25;0;0;0;268.06;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;809.52;0;35;0;0
187;Lyon;Gallia;Aegean;0;541.46;0;25;0;0;0;268.06;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;809.52;0;35;0;0
188;Lyon;Gallia;Western Mediterranean;0;541.46;0;25;0;0;0;268.06;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;809.52;0;35;0;0
189;Lyon;Gallia;Eastern Mediterranean;75.64;541.46;13.96963765;25;0.558785506;0.6;47.68;268.06;17.7870626;29;0.613346986;0.6;0;0;0;28;0;0;0;0;0;22;0;0;;123.32;809.52;15.23371875;35;0.435249107;0.4
190;Lyon;Gallia;unknown;97.41;541.46;17.99024859;25;0.719609943;0.7;45.81;268.06;17.08945758;29;0.589291641;0.6;0;0;0;28;0;0;0;0;0;22;0;0;;143.22;809.52;17.69196561;35;0.505484732;0.5
191;Lyon;Gallia;Pontic Sea;0;541.46;0;25;0;0;0;268.06;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;809.52;0;35;0;0
192;Lyon;Gallia;Egypt;0;541.46;0;25;0;0;0;268.06;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;809.52;0;35;0;0
194;Lyon;Gallia;Adria;0;541.46;0;25;0;0;0;268.06;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;809.52;0;35;0;0
195;Narbonne;Gallia;Italy;768.8;1354.9;56.742195;25;2.2696878;2.3;36.25;388.75;9.324758842;29;0.321543408;0.3;0.25;0.75;33.33333333;28;1.19047619;1.2;0;0;0;22;0;0;;805.3;1744.4;46.16487044;35;1.318996298;1.3
196;Narbonne;Gallia;Baetica;83.4;1354.9;6.155435826;25;0.246217433;0.2;51.75;388.75;13.31189711;29;0.459030935;0.5;0.25;0.75;33.33333333;28;1.19047619;1.2;0;0;0;22;0;0;;135.4;1744.4;7.761981197;35;0.221770891;0.2
197;Narbonne;Gallia;Tarraconensis;296;1354.9;21.84663075;25;0.87386523;0.9;248;388.75;63.79421222;29;2.199800421;2.2;0;0.75;0;28;0;0;0;0;0;22;0;0;;544;1744.4;31.18550791;35;0.891014512;0.9
198;Narbonne;Gallia;North Africa;96.5;1354.9;7.122296848;25;0.284891874;0.3;5.5;388.75;1.414790997;29;0.048785896;0;0;0.75;0;28;0;0;0;0;0;22;0;0;;102;1744.4;5.847282733;35;0.167065221;0.2
199;Narbonne;Gallia;Iberian Peninsula;0;1354.9;0;25;0;0;0;388.75;0;29;0;0;0;0.75;0;28;0;0;0;0;0;22;0;0;;0;1744.4;0;35;0;0
200;Narbonne;Gallia;Aegean;2.5;1354.9;0.184515462;25;0.007380618;0;1.125;388.75;0.289389068;29;0.009978933;0;0.125;0.75;16.66666667;28;0.595238095;0.6;0;0;0;22;0;0;;3.75;1744.4;0.21497363;35;0.006142104;0
201;Narbonne;Gallia;Western Mediterranean;0;1354.9;0;25;0;0;0;388.75;0;29;0;0;0;0.75;0;28;0;0;0;0;0;22;0;0;;0;1744.4;0;35;0;0
202;Narbonne;Gallia;Eastern Mediterranean;2.5;1354.9;0.184515462;25;0.007380618;0;1.125;388.75;0.289389068;29;0.009978933;0;0.125;0.75;16.66666667;28;0.595238095;0.6;0;0;0;22;0;0;;3.75;1744.4;0.21497363;35;0.006142104;0
203;Narbonne;Gallia;unknown;105.2;1354.9;7.764410658;25;0.310576426;0.3;45;388.75;11.5755627;29;0.399157335;0.4;0;0.75;0;28;0;0;0;0;0;22;0;0;;150.2;1744.4;8.610410456;35;0.246011727;0.2
204;Narbonne;Gallia;Pontic Sea;0;1354.9;0;25;0;0;0;388.75;0;29;0;0;0;0.75;0;28;0;0;0;0;0;22;0;0;;0;1744.4;0;35;0;0
205;Narbonne;Gallia;Egypt;0;1354.9;0;25;0;0;0;388.75;0;29;0;0;0;0.75;0;28;0;0;0;0;0;22;0;0;;0;1744.4;0;35;0;0
207;Narbonne;Gallia;Adria;0;1354.9;0;25;0;0;0;388.75;0;29;0;0;0;0.75;0;28;0;0;0;0;0;22;0;0;;0;1744.4;0;35;0;0
208;Nimes;Gallia;Italy;11;190;5.789473684;25;0.231578947;0.2;11;190;5.789473684;29;0.199637024;0.2;0;265.5;0;28;0;0;4.5;424.25;1.060695345;22;0.048213425;0;;26.5;1069.75;2.477214302;35;0.070777551;0.1
209;Nimes;Gallia;Baetica;0;190;0;25;0;0;0;190;0;29;0;0;0;265.5;0;28;0;0;0;424.25;0;22;0;0;;0;1069.75;0;35;0;0
210;Nimes;Gallia;Tarraconensis;0;190;0;25;0;0;0;190;0;29;0;0;0;265.5;0;28;0;0;0;424.25;0;22;0;0;;0;1069.75;0;35;0;0
211;Nimes;Gallia;North Africa;0;190;0;25;0;0;0;190;0;29;0;0;0;265.5;0;28;0;0;0;424.25;0;22;0;0;;0;1069.75;0;35;0;0
212;Nimes;Gallia;Iberian Peninsula;115.5;190;60.78947368;25;2.431578947;2.4;0;190;0;29;0;0;188.5;265.5;70.99811676;28;2.535647027;2.5;314;424.25;74.01296405;22;3.364225639;3.4;;618;1069.75;57.77050713;35;1.650585918;1.7
213;Nimes;Gallia;Aegean;0.5;190;0.263157895;25;0.010526316;0;115.5;190;60.78947368;29;2.096188748;2.1;1;265.5;0.376647834;28;0.013451708;0;1;424.25;0.235710077;22;0.010714094;0;;118;1069.75;11.03061463;35;0.315160418;0.3
214;Nimes;Gallia;Western Mediterranean;0;190;0;25;0;0;0.5;190;0.263157895;29;0.00907441;0;0;265.5;0;28;0;0;0;424.25;0;22;0;0;;0.5;1069.75;0.046739892;35;0.001335425;0
215;Nimes;Gallia;Eastern Mediterranean;0;190;0;25;0;0;0;190;0;29;0;0;0;265.5;0;28;0;0;0;424.25;0;22;0;0;;0;1069.75;0;35;0;0
216;Nimes;Gallia;unknown;63;190;33.15789474;25;1.326315789;1.3;63;190;33.15789474;29;1.143375681;1.1;76;265.5;28.6252354;28;1.022329836;1;104.75;424.25;24.69063052;22;1.122301387;1.1;;306.75;1069.75;28.67492405;35;0.819283544;0.8
217;Nimes;Gallia;Pontic Sea;0;190;0;25;0;0;0;190;0;29;0;0;0;265.5;0;28;0;0;0;424.25;0;22;0;0;;0;1069.75;0;35;0;0
218;Nimes;Gallia;Egypt;0;190;0;25;0;0;0;190;0;29;0;0;0;265.5;0;28;0;0;0;424.25;0;22;0;0;;0;1069.75;0;35;0;0
220;Nimes;Gallia;Adria;0;190;0;25;0;0;0;190;0;29;0;0;0;265.5;0;28;0;0;0;424.25;0;22;0;0;;0;1069.75;0;35;0;0
221;Toulon;Gallia;Italy;0;0;0;25;0;0;0;0;0;29;0;0;17;146;11.64383562;28;0.415851272;0.4;6;117.5;5.106382979;22;0.232108317;0.2;;23;263.5;8.728652751;35;0.249390079;0.2
222;Toulon;Gallia;Baetica;0;0;0;25;0;0;0;0;0;29;0;0;0;146;0;28;0;0;0;117.5;0;22;0;0;;0;263.5;0;35;0;0
223;Toulon;Gallia;Tarraconensis;0;0;0;25;0;0;0;0;0;29;0;0;0;146;0;28;0;0;0;117.5;0;22;0;0;;0;263.5;0;35;0;0
224;Toulon;Gallia;North Africa;0;0;0;25;0;0;0;0;0;29;0;0;21;146;14.38356164;28;0.51369863;0.5;12;117.5;10.21276596;22;0.464216634;0.5;;33;263.5;12.52371917;35;0.357820548;0.4
225;Toulon;Gallia;Iberian Peninsula;0;0;0;25;0;0;0;0;0;29;0;0;93;146;63.69863014;28;2.274951076;2.3;66.5;117.5;56.59574468;22;2.572533849;2.6;;159.5;263.5;60.5313093;35;1.72946598;1.7
226;Toulon;Gallia;Aegean;0;0;0;25;0;0;0;0;0;29;0;0;0;146;0;28;0;0;0;117.5;0;22;0;0;;0;263.5;0;35;0;0
227;Toulon;Gallia;Western Mediterranean;0;0;0;25;0;0;0;0;0;29;0;0;0;146;0;28;0;0;0;117.5;0;22;0;0;;0;263.5;0;35;0;0
228;Toulon;Gallia;Eastern Mediterranean;0;0;0;25;0;0;0;0;0;29;0;0;11;146;7.534246575;28;0.269080235;0.3;21.5;117.5;18.29787234;22;0.83172147;0.8;;32.5;263.5;12.33396584;35;0.352399024;0.4
229;Toulon;Gallia;unknown;0;0;0;25;0;0;0;0;0;29;0;0;4;146;2.739726027;28;0.097847358;0.1;11.5;117.5;9.787234043;22;0.444874275;0.4;;15.5;263.5;5.882352941;35;0.168067227;0.2
230;Toulon;Gallia;Pontic Sea;0;0;0;25;0;0;0;0;0;29;0;0;0;146;0;28;0;0;0;117.5;0;22;0;0;;0;263.5;0;35;0;0
231;Toulon;Gallia;Egypt;0;0;0;25;0;0;0;0;0;29;0;0;0;146;0;28;0;0;0;117.5;0;22;0;0;;0;263.5;0;35;0;0
233;Toulon;Gallia;Adria;0;0;0;25;0;0;0;0;0;29;0;0;0;146;0;28;0;0;0;117.5;0;22;0;0;;0;263.5;0;35;0;0
234;Vienne;Gallia;Italy;165.89;273.895;60.5670056;25;2.422680224;2.4;161.5;352.645;45.79676445;29;1.579198774;1.6;0;0;0;28;0;0;0;0;0;22;0;0;;327.39;626.54;52.25364701;35;1.492961343;1.5
235;Vienne;Gallia;Baetica;54.49;273.895;19.89448511;25;0.795779405;0.8;95.25;352.645;27.01016603;29;0.931385036;0.9;0;0;0;28;0;0;0;0;0;22;0;0;;149.74;626.54;23.8995116;35;0.682843189;0.7
236;Vienne;Gallia;Tarraconensis;17.965;273.895;6.55908286;25;0.262363314;0.3;46.305;352.645;13.1307689;29;0.452785135;0.5;0;0;0;28;0;0;0;0;0;22;0;0;;64.27;626.54;10.25792447;35;0.293083556;0.3
237;Vienne;Gallia;North Africa;0;273.895;0;25;0;0;0;352.645;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;626.54;0;35;0;0
238;Vienne;Gallia;Iberian Peninsula;0;273.895;0;25;0;0;0;352.645;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;626.54;0;35;0;0
239;Vienne;Gallia;Aegean;0;273.895;0;25;0;0;0;352.645;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;626.54;0;35;0;0
240;Vienne;Gallia;Western Mediterranean;0;273.895;0;25;0;0;0;352.645;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;626.54;0;35;0;0
241;Vienne;Gallia;Eastern Mediterranean;19.67;273.895;7.181584184;25;0.287263367;0.3;17.11;352.645;4.85190489;29;0.167307065;0.2;0;0;0;28;0;0;0;0;0;22;0;0;;36.78;626.54;5.870335493;35;0.167723871;0.2
242;Vienne;Gallia;unknown;15.88;273.895;5.797842239;25;0.23191369;0.2;32.48;352.645;9.210395724;29;0.317599853;0.3;0;0;0;28;0;0;0;0;0;22;0;0;;48.36;626.54;7.718581415;35;0.220530898;0.2
243;Vienne;Gallia;Pontic Sea;0;273.895;0;25;0;0;0;352.645;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;626.54;0;35;0;0
244;Vienne;Gallia;Egypt;0;273.895;0;25;0;0;0;352.645;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;626.54;0;35;0;0
246;Vienne;Gallia;Adria;0;273.895;0;25;0;0;0;352.645;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;626.54;0;35;0;0
247;Sparta;Aegean;Italy;0;0;0;25;0;0;0;1;0;29;0;0;0;1;0;28;0;0;0;1.5;0;22;0;0;;0;3.5;0;35;0;0
248;Sparta;Aegean;Baetica;0;0;0;25;0;0;0;1;0;29;0;0;0;1;0;28;0;0;0;1.5;0;22;0;0;;0;3.5;0;35;0;0
249;Sparta;Aegean;Tarraconensis;0;0;0;25;0;0;0;1;0;29;0;0;0;1;0;28;0;0;0;1.5;0;22;0;0;;0;3.5;0;35;0;0
250;Sparta;Aegean;North Africa;0;0;0;25;0;0;0;1;0;29;0;0;0;1;0;28;0;0;0;1.5;0;22;0;0;;0;3.5;0;35;0;0
251;Sparta;Aegean;Iberian Peninsula;0;0;0;25;0;0;0;1;0;29;0;0;0;1;0;28;0;0;0;1.5;0;22;0;0;;0;3.5;0;35;0;0
253;Sparta;Aegean;Western Mediterranean;0;0;0;25;0;0;0;1;0;29;0;0;0;1;0;28;0;0;0;1.5;0;22;0;0;;0;3.5;0;35;0;0
254;Sparta;Aegean;Eastern Mediterranean;0;0;0;25;0;0;0;1;0;29;0;0;0;1;0;28;0;0;0;1.5;0;22;0;0;;0;3.5;0;35;0;0
255;Sparta;Aegean;unknown;0;0;0;25;0;0;1;1;100;29;3.448275862;3.4;1;1;100;28;3.571428571;3.6;0;1.5;0;22;0;0;;2;3.5;57.14285714;35;1.632653061;1.6
256;Sparta;Aegean;Pontic Sea;0;0;0;25;0;0;0;1;0;29;0;0;0;1;0;28;0;0;0;1.5;0;22;0;0;;0;3.5;0;35;0;0
257;Sparta;Aegean;Egypt;0;0;0;25;0;0;0;1;0;29;0;0;0;1;0;28;0;0;0;1.5;0;22;0;0;;0;3.5;0;35;0;0
258;Sparta;Aegean;Gallia;0;0;0;25;0;0;0;1;0;29;0;0;0;1;0;28;0;0;0;1.5;0;22;0;0;;0;3.5;0;35;0;0
259;Sparta;Aegean;Adria;0;0;0;25;0;0;0;1;0;29;0;0;0;1;0;28;0;0;1.5;1.5;100;22;4.545454545;4.5;;1.5;3.5;42.85714286;35;1.224489796;1.2
261;Albintimilium;Italy;Baetica;75;172;43.60465116;25;1.744186047;1.7;30;61;49.18032787;29;1.695873375;1.7;0;0;0;28;0;0;0;0;0;22;0;0;;105;233;45.06437768;35;1.287553648;1.3
262;Albintimilium;Italy;Tarraconensis;20;172;11.62790698;25;0.465116279;0.5;6;61;9.836065574;29;0.339174675;0.3;0;0;0;28;0;0;0;0;0;22;0;0;;26;233;11.15879828;35;0.318822808;0.3
263;Albintimilium;Italy;North Africa;0;172;0;25;0;0;0;61;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;233;0;35;0;0
264;Albintimilium;Italy;Iberian Peninsula;0;172;0;25;0;0;0;61;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;233;0;35;0;0
265;Albintimilium;Italy;Aegean;3;172;1.744186047;25;0.069767442;0.1;0;61;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;3;233;1.287553648;35;0.036787247;0
266;Albintimilium;Italy;Western Mediterranean;15;172;8.720930233;25;0.348837209;0.3;6;61;9.836065574;29;0.339174675;0.3;0;0;0;28;0;0;0;0;0;22;0;0;;21;233;9.012875536;35;0.25751073;0.3
267;Albintimilium;Italy;Eastern Mediterranean;0;172;0;25;0;0;0;61;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;233;0;35;0;0
268;Albintimilium;Italy;unknown;12;172;6.976744186;25;0.279069767;0.3;6;61;9.836065574;29;0.339174675;0.3;0;0;0;28;0;0;0;0;0;22;0;0;;18;233;7.725321888;35;0.220723483;0.2
269;Albintimilium;Italy;Pontic Sea;0;172;0;25;0;0;0;61;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;233;0;35;0;0
270;Albintimilium;Italy;Egypt;0;172;0;25;0;0;0;61;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;233;0;35;0;0
271;Albintimilium;Italy;Gallia;47;172;27.3255814;25;1.093023256;1.1;13;61;21.31147541;29;0.734878462;0.7;0;0;0;28;0;0;0;0;0;22;0;0;;60;233;25.75107296;35;0.735744942;0.7
272;Albintimilium;Italy;Adria;0;172;0;25;0;0;0;61;0;29;0;0;0;0;0;28;0;0;0;0;0;22;0;0;;0;233;0;35;0;0
274;Cosa;Italy;Baetica;6;26.25;22.85714286;25;0.914285714;0.9;3.75;10.25;36.58536585;29;1.26156434;1.3;0.75;4.5;16.66666667;28;0.595238095;0.6;0.75;1.5;50;22;2.272727273;2.3;;11.25;42.5;26.47058824;35;0.756302521;0.8
275;Cosa;Italy;Tarraconensis;1.75;26.25;6.666666667;25;0.266666667;0.3;0.25;10.25;2.43902439;29;0.084104289;0.1;0;4.5;0;28;0;0;0;1.5;0;22;0;0;;2;42.5;4.705882353;35;0.134453782;0.1
276;Cosa;Italy;North Africa;3;26.25;11.42857143;25;0.457142857;0.5;2.5;10.25;24.3902439;29;0.841042893;0.8;3.5;4.5;77.77777778;28;2.777777778;2.8;0.5;1.5;33.33333333;22;1.515151515;1.5;;9.5;42.5;22.35294118;35;0.638655462;0.6
277;Cosa;Italy;Iberian Peninsula;0;26.25;0;25;0;0;0;10.25;0;29;0;0;0;4.5;0;28;0;0;0;1.5;0;22;0;0;;0;42.5;0;35;0;0
278;Cosa;Italy;Aegean;8.75;26.25;33.33333333;25;1.333333333;1.3;1.25;10.25;12.19512195;29;0.420521447;0.4;0;4.5;0;28;0;0;0;1.5;0;22;0;0;;10;42.5;23.52941176;35;0.672268908;0.7
