ID;site;region;origin;frequency_A;total_A;percentage_site_A;sites_A;percentage_in_all_A;frequency_B;total_B;percentage_site_B;sites_B;percentage_in_all_B;frequency_C;total_C;percentage_site_C;sites_C;percentage_in_all_C;frequency_D;total_D;percentage_site_D;sites_D;percentage_in_all_D
433;Baetulo;Tarraconensis;Iberian Peninsula;0;9.75;0;25;0;0;9.75;0;29;0;0;9.75;0;28;0;0;0;0;22;0
434;Baetulo;Tarraconensis;Aegean;0;9.75;0;25;0;0;9.75;0;29;0;0;9.75;0;28;0;0;0;0;22;0
435;Baetulo;Tarraconensis;Western Mediterranean;0;9.75;0;25;0;0;9.75;0;29;0;0;9.75;0;28;0;0;0;0;22;0
436;Baetulo;Tarraconensis;Eastern Mediterranean;0;9.75;0;25;0;0;9.75;0;29;0;0;9.75;0;28;0;0;0;0;22;0
437;Baetulo;Tarraconensis;unknown;2.75;9.75;28.20512821;25;1.128205128;2.75;9.75;28.20512821;29;0.972590628;2.75;9.75;28.20512821;28;1.007326007;0;0;0;22;0
438;Baetulo;Tarraconensis;Pontic Sea;0;9.75;0;25;0;0;9.75;0;29;0;0;9.75;0;28;0;0;0;0;22;0
439;Baetulo;Tarraconensis;Egypt;0;9.75;0;25;0;0;9.75;0;29;0;0;9.75;0;28;0;0;0;0;22;0
440;Baetulo;Tarraconensis;Gallia;2;9.75;20.51282051;25;0.820512821;2;9.75;20.51282051;29;0.707338638;2;9.75;20.51282051;28;0.732600733;0;0;0;22;0
441;Baetulo;Tarraconensis;Adria;0;9.75;0;25;0;0;9.75;0;29;0;0;9.75;0;28;0;0;0;0;22;0
442;Tarraco;Tarraconensis;Italy;0;0;0;25;0;1.14;19.665;5.797101449;29;0.19990005;1.14;19.665;5.797101449;28;0.207039337;0;26;0;22;0
443;Tarraco;Tarraconensis;Baetica;0;0;0;25;0;9.69;19.665;49.27536232;29;1.699150425;9.69;19.665;49.27536232;28;1.759834369;6.76;26;26;22;1.181818182
445;Tarraco;Tarraconensis;North Africa;0;0;0;25;0;0;19.665;0;29;0;0;19.665;0;28;0;2.86;26;11;22;0.5
446;Tarraco;Tarraconensis;Iberian Peninsula;0;0;0;25;0;0;19.665;0;29;0;0;19.665;0;28;0;0;26;0;22;0
447;Tarraco;Tarraconensis;Aegean;0;0;0;25;0;0;19.665;0;29;0;0;19.665;0;28;0;0;26;0;22;0
448;Tarraco;Tarraconensis;Western Mediterranean;0;0;0;25;0;0;19.665;0;29;0;0;19.665;0;28;0;11.44;26;44;22;2
449;Tarraco;Tarraconensis;Eastern Mediterranean;0;0;0;25;0;0;19.665;0;29;0;0;19.665;0;28;0;4.94;26;19;22;0.863636364
450;Tarraco;Tarraconensis;unknown;0;0;0;25;0;8.835;19.665;44.92753623;29;1.549225387;8.835;19.665;44.92753623;28;1.604554865;0;26;0;22;0
451;Tarraco;Tarraconensis;Pontic Sea;0;0;0;25;0;0;19.665;0;29;0;0;19.665;0;28;0;0;26;0;22;0
452;Tarraco;Tarraconensis;Egypt;0;0;0;25;0;0;19.665;0;29;0;0;19.665;0;28;0;0;26;0;22;0
453;Tarraco;Tarraconensis;Gallia;0;0;0;25;0;0;19.665;0;29;0;0;19.665;0;28;0;0;26;0;22;0
454;Tarraco;Tarraconensis;Adria;0;0;0;25;0;0;19.665;0;29;0;0;28.5;0;28;0;0;26;0;22;0
