ID;site;region;origin;frequency_A;total_A;percentage_site_A;sites_A;percentage_in_all_A;frequency_B;total_B;percentage_site_B;sites_B;percentage_in_all_B;frequency_C;total_C;percentage_site_C;sites_C;percentage_in_all_C;frequency_D;total_D;percentage_site_D;sites_D;percentage_in_all_D
17;Butrint;Adria;Iberian Peninsula;0;0;0;26;0;0;2.5;0;29;0;0;12.5;0;29;0;0;9;0;22;0
18;Butrint;Adria;Aegean;0;0;0;26;0;1;2.5;40;29;1.379310345;4;12.5;32;29;1.103448276;3;9;33.33333333;22;1.515151515
19;Butrint;Adria;Western Mediterranean;0;0;0;26;0;0;2.5;0;29;0;0;12.5;0;29;0;0;9;0;22;0
20;Butrint;Adria;Eastern Mediterranean;0;0;0;26;0;0;2.5;0;29;0;0.5;12.5;4;29;0.137931034;0.5;9;5.555555556;22;0.252525253
21;Butrint;Adria;unknown;0;0;0;26;0;0;2.5;0;29;0;4;12.5;32;29;1.103448276;2;9;22.22222222;22;1.01010101
22;Butrint;Adria;Pontic Sea;0;0;0;26;0;0;2.5;0;29;0;0;12.5;0;29;0;0;9;0;22;0
23;Butrint;Adria;Egypt;0;0;0;26;0;0;2.5;0;29;0;0;12.5;0;29;0;0;9;0;22;0
24;Butrint;Adria;Gallia;0;0;0;26;0;0;2.5;0;29;0;0;12.5;0;29;0;0;9;0;22;0
25;Butrint;Adria;Adria;0;0;0;26;0;0.5;2.5;20;29;0.689655172;0.5;12.5;4;29;0.137931034;0;9;0;22;0
26;Ephesos;Aegean;Italy;42.2;123.8333;34.07807108;26;1.310695042;47.7;78.4332;60.81608299;29;2.09710631;2.85;10.2832;27.71510814;29;0.955693384;0.35;7.6998;4.545572612;22;0.206616937
27;Ephesos;Aegean;Baetica;0;123.8333;0;26;0;0;78.4332;0;29;0;0;10.2832;0;29;0;0;7.6998;0;22;0
28;Ephesos;Aegean;Tarraconensis;0;123.8333;0;26;0;0;78.4332;0;29;0;0;10.2832;0;29;0;0;7.6998;0;22;0
29;Ephesos;Aegean;North Africa;3.1;123.8333;2.503365411;26;0.096283285;2.6;78.4332;3.314922762;29;0.114307681;0.1;10.2832;0.972459935;29;0.033533101;0.1;7.6998;1.298735032;22;0.059033411
30;Ephesos;Aegean;Iberian Peninsula;6;123.8333;4.845223377;26;0.186354745;11.5666;78.4332;14.74707139;29;0.508519703;0.5666;10.2832;5.50995799;29;0.189998551;0.5666;7.6998;7.358632692;22;0.334483304
31;Ephesos;Aegean;Aegean;67.0333;123.8333;54.13188537;26;2.081995591;7.4666;78.4332;9.519693191;29;0.328265282;6.0166;10.2832;58.50902443;29;2.017552566;4.6832;7.6998;60.82235902;22;2.764652683
32;Ephesos;Aegean;Western Mediterranean;0;123.8333;0;26;0;0;78.4332;0;29;0;0;10.2832;0;29;0;0;7.6998;0;22;0
33;Ephesos;Aegean;Eastern Mediterranean;5;123.8333;4.037686147;26;0.155295621;6;78.4332;7.649821759;29;0.263786957;0.15;10.2832;1.458689902;29;0.050299652;0.15;7.6998;1.948102548;22;0.088550116
34;Ephesos;Aegean;unknown;0;123.8333;0;26;0;0;78.4332;0;29;0;0;10.2832;0;29;0;0;7.6998;0;22;0
35;Ephesos;Aegean;Pontic Sea;0;123.8333;0;26;0;0.4;78.4332;0.509988117;29;0.017585797;0.4;10.2832;3.889839739;29;0.134132405;1.65;7.6998;21.42912803;22;0.974051274
36;Ephesos;Aegean;Egypt;0.5;123.8333;0.403768615;26;0.015529562;2.6;78.4332;3.314922762;29;0.114307681;0.1;10.2832;0.972459935;29;0.033533101;0.1;7.6998;1.298735032;22;0.059033411
37;Ephesos;Aegean;Gallia;0;123.8333;0;26;0;0.1;78.4332;0.127497029;29;0.004396449;0.1;10.2832;0.972459935;29;0.033533101;0.1;7.6998;1.298735032;22;0.059033411
38;Ephesos;Aegean;Adria;0;123.8333;0;26;0;0;78.4332;0;29;0;0;10.2832;0;29;0;0;7.6998;0;22;0
39;Baelo Claudia;Baetica;Italy;16;65;24.61538462;26;0.946745562;15;42.5;35.29411765;29;1.21703854;1;6;16.66666667;29;0.574712644;0.2;1.5;13.33333333;22;0.606060606
40;Baelo Claudia;Baetica;Baetica;13.5;65;20.76923077;26;0.798816568;7;42.5;16.47058824;29;0.567951318;3;6;50;29;1.724137931;0.8;1.5;53.33333333;22;2.424242424
41;Baelo Claudia;Baetica;Tarraconensis;0;65;0;26;0;0;42.5;0;29;0;0;6;0;29;0;0;1.5;0;22;0
42;Baelo Claudia;Baetica;North Africa;0;65;0;26;0;0;42.5;0;29;0;0;6;0;29;0;0;1.5;0;22;0
43;Baelo Claudia;Baetica;Iberian Peninsula;0;65;0;26;0;0;42.5;0;29;0;0;6;0;29;0;0;1.5;0;22;0
44;Baelo Claudia;Baetica;Aegean;0;65;0;26;0;0;42.5;0;29;0;0;6;0;29;0;0;1.5;0;22;0
45;Baelo Claudia;Baetica;Western Mediterranean;24.5;65;37.69230769;26;1.449704142;13.5;42.5;31.76470588;29;1.095334686;2;6;33.33333333;29;1.149425287;0;1.5;0;22;0
46;Baelo Claudia;Baetica;Eastern Mediterranean;0;65;0;26;0;0;42.5;0;29;0;0;6;0;29;0;0;1.5;0;22;0
47;Baelo Claudia;Baetica;unknown;11;65;16.92307692;26;0.650887574;7;42.5;16.47058824;29;0.567951318;0;6;0;29;0;0.5;1.5;33.33333333;22;1.515151515
48;Baelo Claudia;Baetica;Pontic Sea;0;65;0;26;0;0;42.5;0;29;0;0;6;0;29;0;0;1.5;0;22;0
49;Baelo Claudia;Baetica;Egypt;0;65;0;26;0;0;42.5;0;29;0;0;6;0;29;0;0;1.5;0;22;0
50;Baelo Claudia;Baetica;Gallia;0;65;0;26;0;0;42.5;0;29;0;0;6;0;29;0;0;1.5;0;22;0
51;Baelo Claudia;Baetica;Adria;0;65;0;26;0;0;42.5;0;29;0;0;6;0;29;0;0;1.5;0;22;0
52;Valencia;Baetica;Italy;0.5;13.5;3.703703704;26;0.142450142;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
53;Valencia;Baetica;Baetica;6;13.5;44.44444444;26;1.709401709;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
54;Valencia;Baetica;Tarraconensis;4;13.5;29.62962963;26;1.13960114;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
55;Valencia;Baetica;North Africa;2.5;13.5;18.51851852;26;0.712250712;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
56;Valencia;Baetica;Iberian Peninsula;0;13.5;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
57;Valencia;Baetica;Aegean;0;13.5;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
58;Valencia;Baetica;Western Mediterranean;0;13.5;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
59;Valencia;Baetica;Eastern Mediterranean;0.5;13.5;3.703703704;26;0.142450142;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
60;Valencia;Baetica;unknown;0;13.5;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
61;Valencia;Baetica;Pontic Sea;0;13.5;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
62;Valencia;Baetica;Egypt;0;13.5;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
63;Valencia;Baetica;Gallia;0;13.5;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
64;Valencia;Baetica;Adria;0;13.5;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
65;Berytus;Eastern Mediterranean;Italy;0;0;0;26;0;0;0;0;29;0;0;7;0;29;0;0;253;0;22;0
66;Berytus;Eastern Mediterranean;Baetica;0;0;0;26;0;0;0;0;29;0;0;7;0;29;0;0;253;0;22;0
67;Berytus;Eastern Mediterranean;Tarraconensis;0;0;0;26;0;0;0;0;29;0;0;7;0;29;0;0;253;0;22;0
68;Berytus;Eastern Mediterranean;North Africa;0;0;0;26;0;0;0;0;29;0;0;7;0;29;0;1;253;0.395256917;22;0.017966223
69;Berytus;Eastern Mediterranean;Iberian Peninsula;0;0;0;26;0;0;0;0;29;0;0;7;0;29;0;0;253;0;22;0
70;Berytus;Eastern Mediterranean;Aegean;0;0;0;26;0;0;0;0;29;0;0;7;0;29;0;10;253;3.95256917;22;0.179662235
71;Berytus;Eastern Mediterranean;Western Mediterranean;0;0;0;26;0;0;0;0;29;0;0;7;0;29;0;9;253;3.557312253;22;0.161696011
72;Berytus;Eastern Mediterranean;Eastern Mediterranean;0;0;0;26;0;0;0;0;29;0;7;7;100;29;3.448275862;208;253;82.21343874;22;3.736974488
73;Berytus;Eastern Mediterranean;unknown;0;0;0;26;0;0;0;0;29;0;0;7;0;29;0;25;253;9.881422925;22;0.449155587
74;Berytus;Eastern Mediterranean;Pontic Sea;0;0;0;26;0;0;0;0;29;0;0;7;0;29;0;0;253;0;22;0
75;Berytus;Eastern Mediterranean;Egypt;0;0;0;26;0;0;0;0;29;0;0;7;0;29;0;0;253;0;22;0
76;Berytus;Eastern Mediterranean;Gallia;0;0;0;26;0;0;0;0;29;0;0;7;0;29;0;0;253;0;22;0
77;Berytus;Eastern Mediterranean;Adria;0;0;0;26;0;0;0;0;29;0;0;7;0;29;0;0;253;0;22;0
78;Caesarea;Eastern Mediterranean;Italy;3;12.5;24;26;0.923076923;3;12.4999;24.000192;29;0.827592828;0;8.4999;0;29;0;0;8.4999;0;22;0
79;Caesarea;Eastern Mediterranean;Baetica;0;12.5;0;26;0;0;12.4999;0;29;0;0;8.4999;0;29;0;0;8.4999;0;22;0
80;Caesarea;Eastern Mediterranean;Tarraconensis;0;12.5;0;26;0;0;12.4999;0;29;0;0;8.4999;0;29;0;0;8.4999;0;22;0
81;Caesarea;Eastern Mediterranean;North Africa;0.5;12.5;4;26;0.153846154;0.5;12.4999;4.000032;29;0.137932138;0;8.4999;0;29;0;0;8.4999;0;22;0
82;Caesarea;Eastern Mediterranean;Iberian Peninsula;2.5;12.5;20;26;0.769230769;2.8333;12.4999;22.66658133;29;0.781606253;0.5833;8.4999;6.862433676;29;0.236635644;0.5833;8.4999;6.862433676;22;0.311928803
83;Caesarea;Eastern Mediterranean;Aegean;3;12.5;24;26;0.923076923;3;12.4999;24.000192;29;0.827592828;0.5;8.4999;5.882422146;29;0.202842143;0.5;8.4999;5.882422146;22;0.267382825
84;Caesarea;Eastern Mediterranean;Western Mediterranean;0;12.5;0;26;0;0;12.4999;0;29;0;0;8.4999;0;29;0;0;8.4999;0;22;0
85;Caesarea;Eastern Mediterranean;Eastern Mediterranean;0;12.5;0;26;0;0;12.4999;0;29;0;6.5;8.4999;76.4714879;29;2.636947859;6.5;8.4999;76.4714879;22;3.475976723
86;Caesarea;Eastern Mediterranean;unknown;2.5;12.5;20;26;0.769230769;2.8333;12.4999;22.66658133;29;0.781606253;0.5833;8.4999;6.862433676;29;0.236635644;0.5833;8.4999;6.862433676;22;0.311928803
87;Caesarea;Eastern Mediterranean;Pontic Sea;0;12.5;0;26;0;0;12.4999;0;29;0;0;8.4999;0;29;0;0;8.4999;0;22;0
88;Caesarea;Eastern Mediterranean;Egypt;0;12.5;0;26;0;0;12.4999;0;29;0;0;8.4999;0;29;0;0;8.4999;0;22;0
89;Caesarea;Eastern Mediterranean;Gallia;0;12.5;0;26;0;0.3333;12.4999;2.666421331;29;0.091945563;0.3333;8.4999;3.921222603;29;0.135214573;0.3333;8.4999;3.921222603;22;0.178237391
90;Caesarea;Eastern Mediterranean;Adria;1;12.5;8;26;0.307692308;0;12.4999;0;29;0;0;8.4999;0;29;0;0;8.4999;0;22;0
91;Paphos;Eastern Mediterranean;Italy;0;5.1665;0;26;0;11.25;18.49993;60.81104091;29;2.096932445;1.25;3.6665;34.09245875;29;1.175602026;0.25;15.5;1.612903226;22;0.073313783
92;Paphos;Eastern Mediterranean;Baetica;0;5.1665;0;26;0;0;18.49993;0;29;0;0;3.6665;0;29;0;0;15.5;0;22;0
93;Paphos;Eastern Mediterranean;Tarraconensis;0;5.1665;0;26;0;0;18.49993;0;29;0;0;3.6665;0;29;0;0;15.5;0;22;0
94;Paphos;Eastern Mediterranean;North Africa;0;5.1665;0;26;0;0;18.49993;0;29;0;0;3.6665;0;29;0;0;15.5;0;22;0
95;Paphos;Eastern Mediterranean;Iberian Peninsula;0;5.1665;0;26;0;0;18.49993;0;29;0;0;3.6665;0;29;0;0;15.5;0;22;0
96;Paphos;Eastern Mediterranean;Aegean;2.6666;5.1665;51.61327785;26;1.985126071;2;18.49993;10.81085172;29;0.37278799;1.1666;3.6665;31.8178099;29;1.097165859;3;15.5;19.35483871;22;0.879765396
97;Paphos;Eastern Mediterranean;Western Mediterranean;0;5.1665;0;26;0;0;18.49993;0;29;0;0;3.6665;0;29;0;0;15.5;0;22;0
98;Paphos;Eastern Mediterranean;Eastern Mediterranean;1.1666;5.1665;22.58008323;26;0.86846474;3.66663;18.49993;19.81969662;29;0.683437814;0.3333;3.6665;9.090413201;29;0.313462524;5;15.5;32.25806452;22;1.46627566
99;Paphos;Eastern Mediterranean;unknown;1.3333;5.1665;25.80663892;26;0.992563036;1.5833;18.49993;8.558410762;29;0.295117612;0.5833;3.6665;15.90890495;29;0.548582929;7.25;15.5;46.77419355;22;2.126099707
100;Paphos;Eastern Mediterranean;Pontic Sea;0;5.1665;0;26;0;0;18.49993;0;29;0;0;3.6665;0;29;0;0;15.5;0;22;0
101;Paphos;Eastern Mediterranean;Egypt;0;5.1665;0;26;0;0;18.49993;0;29;0;0;3.6665;0;29;0;0;15.5;0;22;0
102;Paphos;Eastern Mediterranean;Gallia;0;5.1665;0;26;0;0;18.49993;0;29;0;0;3.6665;0;29;0;0;15.5;0;22;0
103;Paphos;Eastern Mediterranean;Adria;0;5.1665;0;26;0;0;18.49993;0;29;0;0.3333;3.6665;9.090413201;29;0.313462524;0;15.5;0;22;0
104;Pula;Adria;Italy;1286;1306;98.46860643;26;3.787254094;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
105;Pula;Adria;Baetica;0;1306;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
106;Pula;Adria;Tarraconensis;0;1306;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
107;Pula;Adria;North Africa;0;1306;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
108;Pula;Adria;Iberian Peninsula;0;1306;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
109;Pula;Adria;Aegean;0;1306;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
110;Pula;Adria;Western Mediterranean;0;1306;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
111;Pula;Adria;Eastern Mediterranean;0;1306;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
112;Pula;Adria;unknown;0;1306;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
113;Pula;Adria;Pontic Sea;0;1306;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
114;Pula;Adria;Egypt;0;1306;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
115;Pula;Adria;Gallia;0;1306;0;26;0;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
116;Pula;Adria;Adria;20;1306;1.531393568;26;0.058899753;0;0;0;29;0;0;0;0;29;0;0;0;0;22;0
117;Corinth;Aegean;Italy;0;0.25;0;26;0;0;0.75;0;29;0;1;4;25;29;0.862068966;0;5;0;22;0
118;Corinth;Aegean;Baetica;0;0.25;0;26;0;0;0.75;0;29;0;0;4;0;29;0;0;5;0;22;0
119;Corinth;Aegean;Tarraconensis;0;0.25;0;26;0;0;0.75;0;29;0;0;4;0;29;0;0;5;0;22;0
120;Corinth;Aegean;North Africa;0;0.25;0;26;0;0;0.75;0;29;0;0.5;4;12.5;29;0.431034483;0.5;5;10;22;0.454545455
121;Corinth;Aegean;Iberian Peninsula;0;0.25;0;26;0;0;0.75;0;29;0;0;4;0;29;0;0;5;0;22;0
122;Corinth;Aegean;Aegean;0;0.25;0;26;0;0;0.75;0;29;0;1;4;25;29;0.862068966;2;5;40;22;1.818181818
123;Corinth;Aegean;Western Mediterranean;0;0.25;0;26;0;0;0.75;0;29;0;0;4;0;29;0;0;5;0;22;0
124;Corinth;Aegean;Eastern Mediterranean;0;0.25;0;26;0;0;0.75;0;29;0;0;4;0;29;0;0;5;0;22;0
125;Corinth;Aegean;unknown;0.25;0.25;100;26;3.846153846;0.75;0.75;100;29;3.448275862;1.5;4;37.5;29;1.293103448;2.5;5;50;22;2.272727273
126;Corinth;Aegean;Pontic Sea;0;0.25;0;26;0;0;0.75;0;29;0;0;4;0;29;0;0;5;0;22;0
127;Corinth;Aegean;Egypt;0;0.25;0;26;0;0;0.75;0;29;0;0;4;0;29;0;0;5;0;22;0
128;Corinth;Aegean;Gallia;0;0.25;0;26;0;0;0.75;0;29;0;0;4;0;29;0;0;5;0;22;0
129;Corinth;Aegean;Adria;0;0.25;0;26;0;0;0.75;0;29;0;0;4;0;29;0;0;5;0;22;0
130;Arles;Gallia;Italy;79.5;81.5;97.54601227;26;3.751769703;0;74;0;29;0;0;74;0;29;0;0.5;4.5;11.11111111;22;0.505050505
131;Arles;Gallia;Baetica;0;81.5;0;26;0;0;74;0;29;0;0;74;0;29;0;0;4.5;0;22;0
132;Arles;Gallia;Tarraconensis;0;81.5;0;26;0;0;74;0;29;0;0;74;0;29;0;0;4.5;0;22;0
133;Arles;Gallia;North Africa;2;81.5;2.45398773;26;0.094384143;1;74;1.351351351;29;0.046598322;1;74;1.351351351;29;0.046598322;0;4.5;0;22;0
134;Arles;Gallia;Iberian Peninsula;0;81.5;0;26;0;57.5;74;77.7027027;29;2.679403541;57.5;74;77.7027027;29;2.679403541;2;4.5;44.44444444;22;2.02020202
135;Arles;Gallia;Aegean;0;81.5;0;26;0;1;74;1.351351351;29;0.046598322;1;74;1.351351351;29;0.046598322;1;4.5;22.22222222;22;1.01010101
136;Arles;Gallia;Western Mediterranean;0;81.5;0;26;0;0;74;0;29;0;0;74;0;29;0;0;4.5;0;22;0
137;Arles;Gallia;Eastern Mediterranean;0;81.5;0;26;0;1;74;1.351351351;29;0.046598322;1;74;1.351351351;29;0.046598322;1;4.5;22.22222222;22;1.01010101
138;Arles;Gallia;unknown;0;81.5;0;26;0;0;74;0;29;0;0;74;0;29;0;0;4.5;0;22;0
139;Arles;Gallia;Pontic Sea;0;81.5;0;26;0;0;74;0;29;0;0;74;0;29;0;0;4.5;0;22;0
140;Arles;Gallia;Egypt;0;81.5;0;26;0;0;74;0;29;0;0;74;0;29;0;0;4.5;0;22;0
141;Arles;Gallia;Gallia;0;81.5;0;26;0;13.5;74;18.24324324;29;0.629077353;13.5;74;18.24324324;29;0.629077353;0;4.5;0;22;0
142;Arles;Gallia;Adria;0;81.5;0;26;0;0;74;0;29;0;0;74;0;29;0;0;4.5;0;22;0
143;Frejus;Gallia;Italy;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;0;76;0;22;0
144;Frejus;Gallia;Baetica;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;0;76;0;22;0
145;Frejus;Gallia;Tarraconensis;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;0;76;0;22;0
146;Frejus;Gallia;North Africa;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;1;76;1.315789474;22;0.059808612
147;Frejus;Gallia;Iberian Peninsula;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;19;76;25;22;1.136363636
148;Frejus;Gallia;Aegean;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;0;76;0;22;0
149;Frejus;Gallia;Western Mediterranean;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;0;76;0;22;0
150;Frejus;Gallia;Eastern Mediterranean;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;0;76;0;22;0
151;Frejus;Gallia;unknown;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;4;76;5.263157895;22;0.23923445
152;Frejus;Gallia;Pontic Sea;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;0;76;0;22;0
153;Frejus;Gallia;Egypt;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;0;76;0;22;0
154;Frejus;Gallia;Gallia;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;52;76;68.42105263;22;3.110047847
155;Frejus;Gallia;Adria;0;0;0;26;0;0;0;0;29;0;0;0;0;29;0;0;76;0;22;0
156;La Nautique;Gallia;Italy;3.6666;160.67093;2.282055628;26;0.08777137;0.6666;110.6709;0.602326357;29;0.020769874;0.6666;110.6709;0.602326357;29;0.020769874;0;0;0;22;0
157;La Nautique;Gallia;Baetica;9.213;160.67093;5.73408021;26;0.220541547;9.213;110.6709;8.324681556;29;0.287057985;9.213;110.6709;8.324681556;29;0.287057985;0;0;0;22;0
158;La Nautique;Gallia;Tarraconensis;106.484;160.67093;66.27458993;26;2.54902269;71.484;110.6709;64.59150508;29;2.227293279;71.484;110.6709;64.59150508;29;2.227293279;0;0;0;22;0
159;La Nautique;Gallia;North Africa;3.553;160.67093;2.21135211;26;0.085052004;2.553;110.6709;2.306839467;29;0.079546189;2.553;110.6709;2.306839467;29;0.079546189;0;0;0;22;0
160;La Nautique;Gallia;Iberian Peninsula;0;160.67093;0;26;0;0;110.6709;0;29;0;0;110.6709;0;29;0;0;0;0;22;0
161;La Nautique;Gallia;Aegean;0;160.67093;0;26;0;0;110.6709;0;29;0;0;110.6709;0;29;0;0;0;0;22;0
162;La Nautique;Gallia;Western Mediterranean;0;160.67093;0;26;0;0;110.6709;0;29;0;0;110.6709;0;29;0;0;0;0;22;0
163;La Nautique;Gallia;Eastern Mediterranean;3;160.67093;1.867170371;26;0.071814245;0;110.6709;0;29;0;0;110.6709;0;29;0;0;0;0;22;0
164;La Nautique;Gallia;unknown;27.751;160.67093;17.27194832;26;0.664305705;26.751;110.6709;24.17166572;29;0.833505715;26.751;110.6709;24.17166572;29;0.833505715;0;0;0;22;0
165;La Nautique;Gallia;Pontic Sea;0;160.67093;0;26;0;0;110.6709;0;29;0;0;110.6709;0;29;0;0;0;0;22;0
166;La Nautique;Gallia;Egypt;0;160.67093;0;26;0;0;110.6709;0;29;0;0;110.6709;0;29;0;0;0;0;22;0
167;La Nautique;Gallia;Gallia;7.00333;160.67093;4.358803425;26;0.167646286;0.0033;110.6709;0.002981814;29;0.000102821;0.0033;110.6709;0.002981814;29;0.000102821;0;0;0;22;0
168;La Nautique;Gallia;Adria;0;160.67093;0;26;0;0;110.6709;0;29;0;0;110.6709;0;29;0;0;0;0;22;0
169;La Ramiere;Gallia;Italy;6;20;30;26;1.153846154;20.5;110.6709;18.52338781;29;0.638737511;19;2186;0.869167429;29;0.029971291;5.75;1896.75;0.303150125;22;0.013779551
170;La Ramiere;Gallia;Baetica;0;20;0;26;0;0;615.5;0;29;0;0;2186;0;29;0;0;1896.75;0;22;0
171;La Ramiere;Gallia;Tarraconensis;0;20;0;26;0;0;615.5;0;29;0;0;2186;0;29;0;0;1896.75;0;22;0
172;La Ramiere;Gallia;North Africa;0;20;0;26;0;5.5;615.5;0.893582453;29;0.030813188;7;2186;0.320219579;29;0.011042054;2.5;1896.75;0.131804402;22;0.005991109
173;La Ramiere;Gallia;Iberian Peninsula;6.5;20;32.5;26;1.25;68.5;615.5;11.12916328;29;0.383764251;163.5;2186;7.479414456;29;0.257910843;55.75;1896.75;2.939238171;22;0.133601735
174;La Ramiere;Gallia;Aegean;0;20;0;26;0;0;615.5;0;29;0;0;2186;0;29;0;0;1896.75;0;22;0
175;La Ramiere;Gallia;Western Mediterranean;0;20;0;26;0;0;615.5;0;29;0;0;2186;0;29;0;0;1896.75;0;22;0
176;La Ramiere;Gallia;Eastern Mediterranean;0;20;0;26;0;0;615.5;0;29;0;0;2186;0;29;0;0;1896.75;0;22;0
177;La Ramiere;Gallia;unknown;1.5;20;7.5;26;0.288461538;11;615.5;1.787164907;29;0.061626376;14;2186;0.640439158;29;0.022084109;6.25;1896.75;0.329511006;22;0.014977773
178;La Ramiere;Gallia;Pontic Sea;0;20;0;26;0;0;615.5;0;29;0;0;2186;0;29;0;0;1896.75;0;22;0
179;La Ramiere;Gallia;Egypt;0;20;0;26;0;0;615.5;0;29;0;0;2186;0;29;0;0;1896.75;0;22;0
180;La Ramiere;Gallia;Gallia;6;20;30;26;1.153846154;530.5;615.5;86.19008936;29;2.972072047;1982.5;2186;90.69075938;29;3.127267565;1826.5;1896.75;96.2962963;22;4.377104377
181;La Ramiere;Gallia;Adria;0;20;0;26;0;0;615.5;0;29;0;0;2186;0;29;0;0;1896.75;0;22;0
182;Lyon;Gallia;Italy;160.25;586.56;27.32030824;26;1.050781086;38.49;307;12.53745928;29;0.432326182;0;0;0;29;0;0;0;0;22;0
183;Lyon;Gallia;Baetica;163.06;586.56;27.79937261;26;1.069206639;97.14;307;31.64169381;29;1.09109289;0;0;0;29;0;0;0;0;22;0
184;Lyon;Gallia;Tarraconensis;45.1;586.56;7.688897981;26;0.295726845;38.94;307;12.68403909;29;0.437380658;0;0;0;29;0;0;0;0;22;0
185;Lyon;Gallia;North Africa;0;586.56;0;26;0;0;307;0;29;0;0;0;0;29;0;0;0;0;22;0
186;Lyon;Gallia;Iberian Peninsula;0;586.56;0;26;0;0;307;0;29;0;0;0;0;29;0;0;0;0;22;0
187;Lyon;Gallia;Aegean;0;586.56;0;26;0;0;307;0;29;0;0;0;0;29;0;0;0;0;22;0
188;Lyon;Gallia;Western Mediterranean;0;586.56;0;26;0;0;307;0;29;0;0;0;0;29;0;0;0;0;22;0
189;Lyon;Gallia;Eastern Mediterranean;75.64;586.56;12.89552646;26;0.495981787;47.68;307;15.53094463;29;0.535549815;0;0;0;29;0;0;0;0;22;0
190;Lyon;Gallia;unknown;97.41;586.56;16.60699673;26;0.638730643;45.81;307;14.9218241;29;0.514545659;0;0;0;29;0;0;0;0;22;0
191;Lyon;Gallia;Pontic Sea;0;586.56;0;26;0;0;307;0;29;0;0;0;0;29;0;0;0;0;22;0
192;Lyon;Gallia;Egypt;0;586.56;0;26;0;0;307;0;29;0;0;0;0;29;0;0;0;0;22;0
193;Lyon;Gallia;Gallia;45.1;586.56;7.688897981;26;0.295726845;38.94;307;12.68403909;29;0.437380658;0;0;0;29;0;0;0;0;22;0
194;Lyon;Gallia;Adria;0;586.56;0;26;0;0;307;0;29;0;0;0;0;29;0;0;0;0;22;0
195;Narbonne;Gallia;Italy;768.8;1354.9;56.742195;26;2.182392115;36.25;388.75;9.324758842;29;0.321543408;0.25;0.75;33.33333333;29;1.149425287;0;0;0;22;0
196;Narbonne;Gallia;Baetica;83.4;1354.9;6.155435826;26;0.236747532;51.75;388.75;13.31189711;29;0.459030935;0.25;0.75;33.33333333;29;1.149425287;0;0;0;22;0
197;Narbonne;Gallia;Tarraconensis;296;1354.9;21.84663075;26;0.840255029;248;388.75;63.79421222;29;2.199800421;0;0.75;0;29;0;0;0;0;22;0
198;Narbonne;Gallia;North Africa;96.5;1354.9;7.122296848;26;0.273934494;5.5;388.75;1.414790997;29;0.048785896;0;0.75;0;29;0;0;0;0;22;0
199;Narbonne;Gallia;Iberian Peninsula;0;1354.9;0;26;0;0;388.75;0;29;0;0;0.75;0;29;0;0;0;0;22;0
200;Narbonne;Gallia;Aegean;2.5;1354.9;0.184515462;26;0.007096749;1.125;388.75;0.289389068;29;0.009978933;0.125;0.75;16.66666667;29;0.574712644;0;0;0;22;0
201;Narbonne;Gallia;Western Mediterranean;0;1354.9;0;26;0;0;388.75;0;29;0;0;0.75;0;29;0;0;0;0;22;0
