ID;Site_name;region;origin;frequency_A;total_A;percentage_in_site_A;sites_in_region_A;percentage_in_region_A;sites_A;percentage_all_A;rounded_A;frequency_B;total_B;percentage_site_B;sites_in_region_B;percentage_in_region_B;sites_B;percentage_in_all_B;rounded_B;frequency_C;total_C;percentage_site_C;sites_in_region_C;percentage_in_region_C;sites_C;percentage_all_C;rounded_C;frequency_D;total_D;percentage_site_D;sites_in_region_D;percentage_in_region_D;sites_D;percentage_all_D;rounded_D;;frequency_all;total_all;percentage_all;sites_all;percentage_all_all;percentage_all_all_rounded
322;Prima Porta;Italy;North Africa;0;0;0;3;0;26;0;0;0;0;0;7;0;33;0;0;0;2;0;8;0;31;0;0;1.25;1.25;100;5;20;24;4.166666667;4.2;;1.25;3.25;38.46153846;40;0.961538462;1
331;Rome;Italy;Gallia;0;0;0;3;0;26;0;0;0;0;0;7;0;33;0;0;64;1385;4.620938628;8;0.577617329;31;0.149062536;0.1;1.6;337.4;0.474214582;5;0.094842916;24;0.019758941;0;;65.6;1722.4;3.808639108;40;0.095215978;0.1
333;Rome;Italy;North Africa;0;0;0;3;0;26;0;0;0;0;0;7;0;33;0;0;13;1385;0.938628159;8;0.11732852;31;0.030278328;0;165.4;337.4;49.02193242;5;9.804386485;24;2.042580518;2;;178.4;1722.4;10.3576405;40;0.258941013;0.3
334;Rome;Italy;unknown;0;0;0;3;0;26;0;0;0;0;0;7;0;33;0;0;1260;1385;90.97472924;8;11.37184116;31;2.934668685;2.9;126.4;337.4;37.46295199;5;7.492590397;24;1.560956333;1.6;;1386.4;1722.4;80.49233627;40;2.012308407;2
335;Rome;Italy;Aegean;0;0;0;3;0;26;0;0;0;0;0;7;0;33;0;0;10;1385;0.722021661;8;0.090252708;31;0.023291021;0;42.4;337.4;12.56668643;5;2.513337285;24;0.523611934;0.5;;52.4;1722.4;3.042266605;40;0.076056665;0.1
340;Rome;Italy;Iberian Peninsula;0;0;0;3;0;26;0;0;0;0;0;7;0;33;0;0;36;1385;2.599277978;8;0.324909747;31;0.083847677;0.1;0.8;337.4;0.237107291;5;0.047421458;24;0.00987947;0;;36.8;1722.4;2.136553646;40;0.053413841;0.1
342;Settefinestre;Italy;Gallia;0;23.0833;0;3;0;26;0;0;0;23.0833;0;7;0;33;0;0;0;23.0833;0;8;0;31;0;0;3.5;91.25;3.835616438;5;0.767123288;24;0.159817352;0.2;;3.5;160.4999;2.180686717;40;0.054517168;0.1
343;Settefinestre;Italy;Eastern Mediterranean;1;23.0833;4.33213622;3;1.444045407;26;0.166620624;0.2;1;23.0833;4.33213622;7;0.618876603;33;0.131276855;0.1;1;23.0833;4.33213622;8;0.541517027;31;0.13974633;0.1;7;91.25;7.671232877;5;1.534246575;24;0.319634703;0.3;;10;160.4999;6.230533477;40;0.155763337;0.2
344;Settefinestre;Italy;North Africa;19.3333;23.0833;83.75448918;3;27.91816306;26;3.221326507;3.2;19.3333;23.0833;83.75448918;7;11.96492703;33;2.538014824;2.5;19.3333;23.0833;83.75448918;8;10.46931115;31;2.701757715;2.7;68;91.25;74.52054795;5;14.90410959;24;3.105022831;3.1;;125.9999;160.4999;78.5046595;40;1.962616488;2
345;Settefinestre;Italy;unknown;2.75;23.0833;11.9133746;3;3.971124868;26;0.458206716;0.5;2.75;23.0833;11.9133746;7;1.701910658;33;0.361011352;0.4;2.75;23.0833;11.9133746;8;1.489171826;31;0.384302407;0.4;8.25;91.25;9.04109589;5;1.808219178;24;0.376712329;0.4;;16.5;160.4999;10.28038024;40;0.257009506;0.3
346;Settefinestre;Italy;Aegean;0;23.0833;0;3;0;26;0;0;0;23.0833;0;7;0;33;0;0;0;23.0833;0;8;0;31;0;0;4.5;91.25;4.931506849;5;0.98630137;24;0.205479452;0.2;;4.5;160.4999;2.803740065;40;0.070093502;0.1
352;Berenike;North Africa;Italy;60.5;258.1659;23.43454345;3;7.811514482;26;0.901328594;0.9;197.5;467.9999;42.20086372;4;10.55021593;33;1.278814052;1.3;236;478.9998;49.26933164;4;12.31733291;31;1.589333279;1.6;3;206.8333;1.450443425;3;0.483481142;24;0.060435143;0.1;;497;1411.9989;35.1983277;40;0.879958193;0.9
354;Berenike;North Africa;Eastern Mediterranean;141.6666;258.1659;54.87424947;3;18.29141649;26;2.110548056;2.1;121.5;436.4999;27.83505792;4;6.958764481;33;0.843486604;0.8;56.6666;478.4998;11.84255458;4;2.960638646;31;0.38201789;0.4;18.5;206.8333;8.944401119;3;2.98146704;24;0.37268338;0.4;;338.3332;1379.9989;24.51691809;40;0.612922952;0.6
357;Berenike;North Africa;Aegean;44.166;258.1659;17.10760406;3;5.702534688;26;0.657984772;0.7;57.6666;349.2499;16.51155806;4;4.127889514;33;0.500350244;0.5;124.6666;478.4998;26.0536368;4;6.513409201;31;0.840439897;0.8;158.5;206.8333;76.63176094;3;25.54392031;24;3.192990039;3.2;;384.9992;1292.7489;29.78143706;40;0.744535927;0.7
358;Berenike;North Africa;Western Mediterranean;11.3333;258.1659;4.389929111;3;1.463309704;26;0.168843427;0.2;76.3333;291.5833;26.17889982;4;6.544724955;33;0.793299995;0.8;31.1666;478.4998;6.513398752;4;1.628349688;31;0.210109637;0.2;0.8333;206.8333;0.402884835;3;0.134294945;24;0.016786868;0;;119.6665;1235.0823;9.688949473;40;0.242223737;0.2
359;Berenike;North Africa;Pontic Sea;0.5;258.1659;0.193673913;3;0.064557971;26;0.007448997;0;12.5;252;4.96031746;4;1.240079365;33;0.15031265;0.2;25;478.4998;5.224662581;4;1.306165645;31;0.168537503;0.2;26;206.8333;12.57050968;3;4.190169894;24;0.523771237;0.5;;64;1195.499;5.353413094;40;0.133835327;0.1
363;Carthage;North Africa;Italy;229;513;44.63937622;3;14.87979207;26;1.716899085;1.7;168.5;239.5;70.35490605;4;17.58872651;33;2.13196685;2.1;32.75;87.75;37.32193732;4;9.33048433;31;1.203933462;1.2;864.75;1093.75;79.06285714;3;26.35428571;24;3.294285714;3.3;;1295;1934;66.95966908;40;1.673991727;1.7
365;Carthage;North Africa;Eastern Mediterranean;270;513;52.63157895;3;17.54385965;26;2.024291498;2;0;239.5;0;4;0;33;0;0;0;87.75;0;4;0;31;0;0;0;1093.75;0;3;0;24;0;0;;270;1934;13.96070321;40;0.34901758;0.3
367;Carthage;North Africa;unknown;5;513;0.974658869;3;0.32488629;26;0.03748688;0;34.25;239.5;14.3006263;4;3.575156576;33;0.433352312;0.4;29.25;87.75;33.33333333;4;8.333333333;31;1.075268817;1.1;132.75;1093.75;12.13714286;3;4.045714286;24;0.505714286;0.5;;201.25;1934;10.40589452;40;0.260147363;0.3
369;Carthage;North Africa;Western Mediterranean;9;513;1.754385965;3;0.584795322;26;0.067476383;0.1;36.75;239.5;15.34446764;4;3.83611691;33;0.464983868;0.5;25.75;87.75;29.34472934;4;7.336182336;31;0.946604172;0.9;89.25;1093.75;8.16;3;2.72;24;0.34;0.3;;160.75;1934;8.311789038;40;0.207794726;0.2
374;Leptis Magna;North Africa;Italy;0;0;0;3;0;26;0;0;11.5;21;54.76190476;4;13.69047619;33;1.659451659;1.7;11.5;21;54.76190476;4;13.69047619;31;1.766513057;1.8;0;0;0;3;0;24;0;0;;23;42;54.76190476;40;1.369047619;1.4
376;Leptis Magna;North Africa;Eastern Mediterranean;0;0;0;3;0;26;0;0;6;21;28.57142857;4;7.142857143;33;0.865800866;0.9;6;21;28.57142857;4;7.142857143;31;0.921658986;0.9;0;0;0;3;0;24;0;0;;12;42;28.57142857;40;0.714285714;0.7
379;Leptis Magna;North Africa;Aegean;0;0;0;3;0;26;0;0;1;21;4.761904762;4;1.19047619;33;0.144300144;0.1;1;21;4.761904762;4;1.19047619;31;0.153609831;0.2;0;0;0;3;0;24;0;0;;2;42;4.761904762;40;0.119047619;0.1
380;Leptis Magna;North Africa;Western Mediterranean;0;0;0;3;0;26;0;0;2.5;21;11.9047619;4;2.976190476;33;0.360750361;0.4;2.5;21;11.9047619;4;2.976190476;31;0.384024578;0.4;0;0;0;3;0;24;0;0;;5;42;11.9047619;40;0.297619048;0.3
385;Sabratha;North Africa;Italy;182.1666;544.1666;33.47625525;3;11.15875175;26;1.287548279;1.3;239.9166;510.9166;46.95807496;4;11.73951874;33;1.422971968;1.4;50.4166;110.0832;45.79863231;4;11.44965808;31;1.477375236;1.5;36.75;122.4166;30.0204384;3;10.0068128;24;1.2508516;1.3;;509.2498;1287.583;39.55083284;40;0.988770821;1
387;Sabratha;North Africa;Eastern Mediterranean;359;544.1666;65.972443;3;21.99081433;26;2.537401654;2.5;256.5;510.9166;50.20388846;4;12.55097212;33;1.521329953;1.5;50;110.0832;45.42019127;4;11.35504782;31;1.46516746;1.5;77.5;122.4166;63.30840752;3;21.10280251;24;2.637850313;2.6;;743;1287.583;57.70501785;40;1.442625446;1.4
389;Sabratha;North Africa;unknown;2;544.1666;0.367534501;3;0.1225115;26;0.014135942;0;12;510.9166;2.348719928;4;0.587179982;33;0.071173331;0.1;7.6666;110.0832;6.964368768;4;1.741092192;31;0.224657057;0.2;6.1666;122.4166;5.03738872;3;1.679129573;24;0.209891197;0.2;;27.8332;1287.583;2.161662588;40;0.054041565;0.1
396;Empuriae;Tarraconensis;Italy;17;32;53.125;2;26.5625;26;2.043269231;2;0;0;0;2;0;33;0;0;0;0;0;1;0;31;0;0;0;0;0;1;0;24;0;0;;17;32;53.125;40;1.328125;1.3
400;Empuriae;Tarraconensis;unknown;3;32;9.375;2;4.6875;26;0.360576923;0.4;0;0;0;2;0;33;0;0;0;0;0;1;0;31;0;0;0;0;0;1;0;24;0;0;;3;32;9.375;40;0.234375;0.2
406;Empuriae;Tarraconensis;Iberian Peninsula;12;32;37.5;2;18.75;26;1.442307692;1.4;0;0;0;2;0;33;0;0;0;0;0;1;0;31;0;0;0;0;0;1;0;24;0;0;;12;32;37.5;40;0.9375;0.9
407;Mallorca;Tarraconensis;Italy;76;100;76;2;38;26;2.923076923;2.9;19;100;19;2;9.5;33;0.575757576;0.6;0;0;0;1;0;31;0;0;0;0;0;1;0;24;0;0;;95;200;47.5;40;1.1875;1.2
411;Mallorca;Tarraconensis;unknown;4;100;4;2;2;26;0.153846154;0.2;34;100;34;2;17;33;1.03030303;1;0;0;0;1;0;31;0;0;0;0;0;1;0;24;0;0;;38;200;19;40;0.475;0.5
413;Mallorca;Tarraconensis;Western Mediterranean;20;100;20;2;10;26;0.769230769;0.8;47;100;47;2;23.5;33;1.424242424;1.4;0;0;0;1;0;31;0;0;0;0;0;1;0;24;0;0;;67;200;33.5;40;0.8375;0.8
418;Tarraco;Tarraconensis;Italy;0;0;0;2;0;26;0;0;68.15;235;29;2;14.5;33;0.878787879;0.9;68.15;235;29;1;29;31;0.935483871;0.9;0;39.27;0;1;0;24;0;0;;136.3;509.27;26.76379916;40;0.669094979;0.7
419;Tarraco;Tarraconensis;Gallia;0;0;0;2;0;26;0;0;49.35;235;21;2;10.5;33;0.636363636;0.6;49.35;235;21;1;21;31;0.677419355;0.7;0;39.27;0;1;0;24;0;0;;98.7;509.27;19.38068215;40;0.484517054;0.5
422;Tarraco;Tarraconensis;unknown;0;0;0;2;0;26;0;0;68.15;235;29;2;14.5;33;0.878787879;0.9;68.15;235;29;1;29;31;0.935483871;0.9;5.85;39.27;14.89686784;1;14.89686784;24;0.620702827;0.6;;142.15;509.27;27.91250221;40;0.697812555;0.7
428;Tarraco;Tarraconensis;Iberian Peninsula;0;0;0;2;0;26;0;0;44.65;235;19;2;9.5;33;0.575757576;0.6;44.65;235;19;1;19;31;0.612903226;0.6;30.3;39.27;77.15813598;1;77.15813598;24;3.214922333;3.2;;119.6;509.27;23.4845956;40;0.58711489;0.6
429;Valencia;Baetica;Italy;78;106;73.58490566;2;36.79245283;26;2.830188679;2.8;0;0;0;1;0;33;0;0;0;0;0;1;0;31;0;0;0;0;0;1;0;24;0;0;;78;106;73.58490566;40;1.839622642;1.8
430;Valencia;Baetica;Tarraconensis;8;106;7.547169811;2;3.773584906;26;0.290275762;0.3;0;0;0;1;0;33;0;0;0;0;0;1;0;31;0;0;0;0;0;1;0;24;0;0;;8;106;7.547169811;40;0.188679245;0.2
431;Valencia;Baetica;unknown;20;106;18.86792453;2;9.433962264;26;0.725689405;0.7;0;0;0;1;0;33;0;0;0;0;0;1;0;31;0;0;0;0;0;1;0;24;0;0;;20;106;18.86792453;40;0.471698113;0.5
