ID;Site_name;region;origin;frequency_A;total_A;percentage_in_site_A;sites_in_region_A;percentage_in_region_A;sites_A;percentage_all_A;rounded_A;frequency_B;total_B;percentage_site_B;sites_in_region_B;percentage_in_region_B;sites_B;percentage_in_all_B;rounded_B;frequency_C;total_C;percentage_site_C;sites_in_region_C;percentage_in_region_C;sites_C;percentage_all_C;rounded_C;frequency_D;total_D;percentage_site_D;sites_in_region_D;percentage_in_region_D;sites_D;percentage_all_D;rounded_D;;frequency_all;total_all;percentage_all;sites_all;percentage_all_all;percentage_all_all_rounded
192;Krk;Adria;Aegean;0;4;0;4;0;26;0;0;0;15.75;0;4;0;33;0;0;0.5;10.45;4.784688995;4;1.196172249;31;0.154344806;0.2;0.5;1.45;34.48275862;4;8.620689655;24;1.436781609;1.4;;1;31.65;3.159557662;40;0.078988942;0.1
33;Athens;Aegean;Italy;17.83333;122.09093;14.6065969;3;4.868865634;26;0.561792189;0.6;94.1666;197.3402;47.71790036;6;7.952983393;33;1.445996981;1.4;36.6666;91.2498;40.18266341;7;5.740380488;31;1.296214949;1.3;12.3333;45.7499;26.95809171;5;5.391618342;24;1.123253821;1.1;;160.99983;456.43083;35.27365362;40;0.881841341;0.9
35;Athens;Aegean;Eastern Mediterranean;56.333;122.09093;46.14020059;3;15.38006686;26;1.774623099;1.8;44.166;197.3402;22.38064013;6;3.730106689;33;0.678201216;0.7;14.1666;91.2498;15.52507512;7;2.217867875;31;0.500808875;0.5;16.8333;45.7499;36.79417879;5;7.358835757;24;1.533090783;1.5;;131.4989;456.43083;28.81025806;40;0.720256452;0.7
37;Athens;Aegean;unknown;20.0916;122.09093;16.45625928;3;5.485419761;26;0.632933049;0.6;14.341;197.3402;7.267145772;6;1.211190962;33;0.220216539;0.2;8.4166;91.2498;9.223691449;7;1.317670207;31;0.297538434;0.3;1.25;45.7499;2.732246409;5;0.546449282;24;0.1138436;0.1;;44.0992;456.43083;9.661748747;40;0.241543719;0.2
39;Athens;Aegean;Western Mediterranean;25.833;122.09093;21.15881991;3;7.052939969;26;0.813800766;0.8;41.1666;197.3402;20.86072681;6;3.476787801;33;0.632143237;0.6;29;91.2498;31.78089157;7;4.540127368;31;1.025190051;1;9.8333;45.7499;21.49359889;5;4.298719779;24;0.895566621;0.9;;105.8329;456.43083;23.1870621;40;0.579676553;0.6
44;Corinth;Aegean;Italy;0;0;0;3;0;26;0;0;4.5;7;64.28571429;6;10.71428571;33;1.948051948;1.9;7.5;10;75;7;10.71428571;31;2.419354839;2.4;5;5.5;90.90909091;5;18.18181818;24;3.787878788;3.8;;17;22.5;75.55555556;40;1.888888889;1.9
46;Corinth;Aegean;Eastern Mediterranean;0;0;0;3;0;26;0;0;2.5;7;35.71428571;6;5.952380952;33;1.082251082;1.1;0.5;10;5;7;0.714285714;31;0.161290323;0.2;0;5.5;0;5;0;24;0;0;;3;22.5;13.33333333;40;0.333333333;0.3
48;Corinth;Aegean;unknown;0;0;0;3;0;26;0;0;0;7;0;6;0;33;0;0;2;10;20;7;2.857142857;31;0.64516129;0.6;0.5;5.5;9.090909091;5;1.818181818;24;0.378787879;0.4;;2.5;22.5;11.11111111;40;0.277777778;0.3
55;Gortyn;Aegean;Italy;0;0;0;3;0;26;0;0;22;30;73.33333333;6;12.22222222;33;2.222222222;2.2;22;30;73.33333333;7;10.47619048;31;2.365591398;2.4;0;0;0;5;0;24;0;0;;44;60;73.33333333;40;1.833333333;1.8
57;Gortyn;Aegean;Eastern Mediterranean;0;0;0;3;0;26;0;0;8;30;26.66666667;6;4.444444444;33;0.808080808;0.8;8;30;26.66666667;7;3.80952381;31;0.860215054;0.9;0;0;0;5;0;24;0;0;;16;60;26.66666667;40;0.666666667;0.7
66;Knidos;Aegean;Italy;2;7.3326;27.27545482;3;9.091818273;26;1.049055955;1;2;7.3326;27.27545482;6;4.545909136;33;0.826528934;0.8;2.5;11.8329;21.12753425;7;3.018219178;31;0.681533363;0.7;0.5;4.5;11.11111111;5;2.222222222;24;0.462962963;0.5;;7;30.9981;22.58202922;40;0.564550731;0.6
68;Knidos;Aegean;Eastern Mediterranean;4.666;7.3326;63.63363609;3;21.21121203;26;2.447447542;2.4;4.6666;7.3326;63.64181873;6;10.60696979;33;1.928539961;1.9;6.6666;11.8329;56.33952793;7;8.048503989;31;1.817404127;1.8;2;4.5;44.44444444;5;8.888888889;24;1.851851852;1.9;;17.9992;30.9981;58.06549434;40;1.451637358;1.5
70;Knidos;Aegean;unknown;0.3333;7.3326;4.545454545;3;1.515151515;26;0.174825175;0.2;0.333;7.3326;4.541363227;6;0.756893871;33;0.137617067;0.1;2.333;11.8329;19.71621496;7;2.816602137;31;0.636006934;0.6;2;4.5;44.44444444;5;8.888888889;24;1.851851852;1.9;;4.9993;30.9981;16.12776267;40;0.403194067;0.4
73;Knidos;Aegean;Pontic Sea;0.3333;7.3326;4.545454545;3;1.515151515;26;0.174825175;0.2;0.333;7.3326;4.541363227;6;0.756893871;33;0.137617067;0.1;0.3333;11.8329;2.816722866;7;0.402388981;31;0.090862028;0.1;0;4.5;0;5;0;24;0;0;;0.9996;30.9981;3.224713773;40;0.080617844;0.1
77;Knossos;Aegean;Italy;31;97.5;31.79487179;3;10.5982906;26;1.222879684;1.2;319.5;649;49.22958398;6;8.204930663;33;1.491805575;1.5;590.17;1039.58;56.77004175;7;8.110005964;31;1.831291669;1.8;77.59;234.453;33.09405297;5;6.618810593;24;1.378918874;1.4;;1018.26;2020.533;50.39561343;40;1.259890336;1.3
