ID;site;region;origin;frequency_A;total_A;percentage_site_A;sites_in_region_A;percentage_in_region_A;sites_A;percentage_in_all_A;frequency_B;total_B;percentage_site_B;sites_in_region_B;percentage_in_region_B;sites_B;percentage_in_all_B;frequency_C;total_C;percentage_site_C;sites_in_region_C;percentage_in_region_C;sites_C;percentage_in_all_C;frequency_D;total_D;percentage_site_D;sites_in_region_D;percentage_in_region_D;sites_D;percentage_in_all_D;
264;Albintimilium;Italy;Iberian Peninsula;0;232;0;6;0;26;0;0;91;0;7;0;29;0;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
265;Albintimilium;Italy;Aegean;3;232;1.293103448;6;0.215517241;26;0.049734748;0;91;0;7;0;29;0;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
266;Albintimilium;Italy;Western Mediterranean;15;232;6.465517241;6;1.077586207;26;0.24867374;6;91;6.593406593;7;0.941915228;29;0.227358848;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
267;Albintimilium;Italy;Eastern Mediterranean;0;232;0;6;0;26;0;0;91;0;7;0;29;0;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
268;Albintimilium;Italy;unknown;12;232;5.172413793;6;0.862068966;26;0.198938992;6;91;6.593406593;7;0.941915228;29;0.227358848;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
269;Albintimilium;Italy;Pontic Sea;0;232;0;6;0;26;0;0;91;0;7;0;29;0;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
270;Albintimilium;Italy;Egypt;0;232;0;6;0;26;0;0;91;0;7;0;29;0;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
271;Albintimilium;Italy;Gallia;47;232;20.25862069;6;3.376436782;26;0.779177719;13;91;14.28571429;7;2.040816327;29;0.492610837;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
272;Albintimilium;Italy;Adria;0;232;0;6;0;26;0;0;91;0;7;0;29;0;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
273;Cosa;Italy;Italy;15.2;41.45;36.67068758;6;6.111781263;26;1.410411061;5;15.25;32.78688525;7;4.683840749;29;1.13058225;1.25;5.75;21.73913043;7;3.105590062;29;0.749625187;0.25;1.75;14.28571429;4;3.571428571;22;0.649350649;
274;Cosa;Italy;Baetica;6;41.45;14.47527141;6;2.412545235;26;0.556741208;3.75;15.25;24.59016393;7;3.512880562;29;0.847936687;0.75;5.75;13.04347826;7;1.863354037;29;0.449775112;0.75;1.75;42.85714286;4;10.71428571;22;1.948051948;
275;Cosa;Italy;Tarraconensis;1.75;41.45;4.221954162;6;0.703659027;26;0.162382852;0.25;15.25;1.639344262;7;0.234192037;29;0.056529112;0;5.75;0;7;0;29;0;0;1.75;0;4;0;22;0;
276;Cosa;Italy;North Africa;3;41.45;7.237635706;6;1.206272618;26;0.278370604;2.5;15.25;16.39344262;7;2.341920375;29;0.565291125;3.5;5.75;60.86956522;7;8.695652174;29;2.098950525;0.5;1.75;28.57142857;4;7.142857143;22;1.298701299;
277;Cosa;Italy;Iberian Peninsula;0;41.45;0;6;0;26;0;0;15.25;0;7;0;29;0;0;5.75;0;7;0;29;0;0;1.75;0;4;0;22;0;
278;Cosa;Italy;Aegean;8.75;41.45;21.10977081;6;3.518295135;26;0.811914262;1.25;15.25;8.196721311;7;1.170960187;29;0.282645562;0;5.75;0;7;0;29;0;0;1.75;0;4;0;22;0;
279;Cosa;Italy;Western Mediterranean;0;41.45;0;6;0;26;0;0;15.25;0;7;0;29;0;0;5.75;0;7;0;29;0;0;1.75;0;4;0;22;0;
280;Cosa;Italy;Eastern Mediterranean;0;41.45;0;6;0;26;0;0;15.25;0;7;0;29;0;0;5.75;0;7;0;29;0;0;1.75;0;4;0;22;0;
281;Cosa;Italy;unknown;5;41.45;12.06272618;6;2.010454363;26;0.463951007;2.25;15.25;14.75409836;7;2.107728337;29;0.508762012;0.25;5.75;4.347826087;7;0.621118012;29;0.149925037;0.25;1.75;14.28571429;4;3.571428571;22;0.649350649;
282;Cosa;Italy;Pontic Sea;0;41.45;0;6;0;26;0;0;15.25;0;7;0;29;0;0;5.75;0;7;0;29;0;0;1.75;0;4;0;22;0;
283;Cosa;Italy;Egypt;0;41.45;0;6;0;26;0;0;15.25;0;7;0;29;0;0;5.75;0;7;0;29;0;0;1.75;0;4;0;22;0;
284;Cosa;Italy;Gallia;1.75;41.45;4.221954162;6;0.703659027;26;0.162382852;0.25;15.25;1.639344262;7;0.234192037;29;0.056529112;0;5.75;0;7;0;29;0;0;1.75;0;4;0;22;0;
285;Cosa;Italy;Adria;0;0;0;6;0;26;0;0;15.25;0;7;0;29;0;0;5.75;0;7;0;29;0;0;1.75;0;4;0;22;0;
286;Monte Iato;Italy;Italy;0;0;0;6;0;26;0;3.25;9;36.11111111;7;5.158730159;29;1.245210728;2.25;7;32.14285714;7;4.591836735;29;1.108374384;0;0;0;4;0;22;0;
287;Monte Iato;Italy;Baetica;0;0;0;6;0;26;0;0;9;0;7;0;29;0;0;7;0;7;0;29;0;0;0;0;4;0;22;0;
288;Monte Iato;Italy;Tarraconensis;0;0;0;6;0;26;0;0;9;0;7;0;29;0;0;7;0;7;0;29;0;0;0;0;4;0;22;0;
289;Monte Iato;Italy;North Africa;0;0;0;6;0;26;0;1;9;11.11111111;7;1.587301587;29;0.383141762;1;7;14.28571429;7;2.040816327;29;0.492610837;0;0;0;4;0;22;0;
290;Monte Iato;Italy;Iberian Peninsula;0;0;0;6;0;26;0;1.5;9;16.66666667;7;2.380952381;29;0.574712644;0.5;7;7.142857143;7;1.020408163;29;0.246305419;0;0;0;4;0;22;0;
291;Monte Iato;Italy;Aegean;0;0;0;6;0;26;0;0.75;9;8.333333333;7;1.19047619;29;0.287356322;0.75;7;10.71428571;7;1.530612245;29;0.369458128;0;0;0;4;0;22;0;
292;Monte Iato;Italy;Western Mediterranean;0;0;0;6;0;26;0;0;9;0;7;0;29;0;0;7;0;7;0;29;0;0;0;0;4;0;22;0;
293;Monte Iato;Italy;Eastern Mediterranean;0;0;0;6;0;26;0;0;9;0;7;0;29;0;0;7;0;7;0;29;0;0;0;0;4;0;22;0;
294;Monte Iato;Italy;unknown;0;0;0;6;0;26;0;2.5;9;27.77777778;7;3.968253968;29;0.957854406;2.5;7;35.71428571;7;5.102040816;29;1.231527094;0;0;0;4;0;22;0;
295;Monte Iato;Italy;Pontic Sea;0;0;0;6;0;26;0;0;9;0;7;0;29;0;0;7;0;7;0;29;0;0;0;0;4;0;22;0;
296;Monte Iato;Italy;Egypt;0;0;0;6;0;26;0;0;9;0;7;0;29;0;0;7;0;7;0;29;0;0;0;0;4;0;22;0;
297;Monte Iato;Italy;Gallia;0;0;0;6;0;26;0;0;9;0;7;0;29;0;0;7;0;7;0;29;0;0;0;0;4;0;22;0;
298;Monte Iato;Italy;Adria;0;0;0;6;0;26;0;0;9;0;7;0;29;0;0;7;0;7;0;29;0;0;0;0;4;0;22;0;
299;Ostia;Italy;Italy;7.5;11.5;65.2173913;6;10.86956522;26;2.508361204;35.5;189.5;18.73350923;7;2.676215605;29;0.645983077;486;1737;27.97927461;7;3.99703923;29;0.964802573;288;1151.1;25.01954652;4;6.25488663;22;1.137252115;
300;Ostia;Italy;Baetica;0;11.5;0;6;0;26;0;0;189.5;0;7;0;29;0;0;1737;0;7;0;29;0;0;1151.1;0;4;0;22;0;
301;Ostia;Italy;Tarraconensis;0;11.5;0;6;0;26;0;0;189.5;0;7;0;29;0;0;1737;0;7;0;29;0;0;1151.1;0;4;0;22;0;
302;Ostia;Italy;North Africa;1;11.5;8.695652174;6;1.449275362;26;0.334448161;2.5;189.5;1.319261214;7;0.188465888;29;0.045491766;204;1737;11.74438687;7;1.677769553;29;0.404978858;10.5;1151.1;0.912170967;4;0.228042742;22;0.041462317;
303;Ostia;Italy;Iberian Peninsula;1.5;11.5;13.04347826;6;2.173913043;26;0.501672241;71.5;189.5;37.73087071;7;5.390124387;29;1.301064507;556.5;1737;32.03799655;7;4.576856649;29;1.104758502;391.8;1151.1;34.03700808;4;8.50925202;22;1.547136731;
304;Ostia;Italy;Aegean;0.5;11.5;4.347826087;6;0.724637681;26;0.16722408;19;189.5;10.02638522;7;1.432340746;29;0.345737422;97;1737;5.584340818;7;0.797762974;29;0.192563476;113.9;1151.1;9.894883155;4;2.473720789;22;0.449767416;
305;Ostia;Italy;Western Mediterranean;0;11.5;0;6;0;26;0;0;189.5;0;7;0;29;0;2.5;1737;0.14392631;7;0.020560901;29;0.004962976;2.5;1151.1;0.217183564;4;0.054295891;22;0.00987198;
306;Ostia;Italy;Eastern Mediterranean;0;11.5;0;6;0;26;0;0;189.5;0;7;0;29;0;17;1737;0.978698906;7;0.139814129;29;0.033748238;9.6;1151.1;0.833984884;4;0.208496221;22;0.037908404;
307;Ostia;Italy;unknown;1;11.5;8.695652174;6;1.449275362;26;0.334448161;11.5;189.5;6.068601583;7;0.866943083;29;0.209262124;106;1737;6.102475533;7;0.871782219;29;0.210430191;95.3;1151.1;8.279037442;4;2.069759361;22;0.376319884;
308;Ostia;Italy;Pontic Sea;0;11.5;0;6;0;26;0;0;189.5;0;7;0;29;0;0;1737;0;7;0;29;0;0;1151.1;0;4;0;22;0;
309;Ostia;Italy;Egypt;0;11.5;0;6;0;26;0;0;189.5;0;7;0;29;0;0;1737;0;7;0;29;0;0;1151.1;0;4;0;22;0;
310;Ostia;Italy;Gallia;0;11.5;0;6;0;26;0;49.5;189.5;26.12137203;7;3.731624576;29;0.900736967;268;1737;15.4289004;7;2.204128629;29;0.532031048;239.5;1151.1;20.80618539;4;5.201546347;22;0.945735699;
311;Ostia;Italy;Adria;0;11.5;0;6;0;26;0;0;189.5;0;7;0;29;0;0;1737;0;7;0;29;0;0;1151.1;0;4;0;22;0;
312;Padova;Italy;Italy;0.3333;51.9998;0.640964004;6;0.106827334;26;0.024652462;0.8333;99.4998;0.837489121;7;0.119641303;29;0.028878935;0.8333;55.4998;1.501446852;7;0.214492407;29;0.051774029;0;0;0;4;0;22;0;
313;Padova;Italy;Baetica;1;51.9998;1.92308432;6;0.320514053;26;0.073964782;41;99.4998;41.20611298;7;5.886587568;29;1.420900447;1;55.4998;1.801808295;7;0.257401185;29;0.062131321;0;0;0;4;0;22;0;
314;Padova;Italy;Tarraconensis;0;51.9998;0;6;0;26;0;0;99.4998;0;7;0;29;0;0;55.4998;0;7;0;29;0;0;0;0;4;0;22;0;
315;Padova;Italy;North Africa;0;51.9998;0;6;0;26;0;0;99.4998;0;7;0;29;0;0;55.4998;0;7;0;29;0;0;0;0;4;0;22;0;
316;Padova;Italy;Iberian Peninsula;0;51.9998;0;6;0;26;0;0;99.4998;0;7;0;29;0;0;55.4998;0;7;0;29;0;0;0;0;4;0;22;0;
317;Padova;Italy;Aegean;0.6666;51.9998;1.281928007;6;0.213654668;26;0.049304923;0.6666;99.4998;0.669951095;7;0.095707299;29;0.023101762;0.6666;55.4998;1.201085409;7;0.17158363;29;0.041416738;0;0;0;4;0;22;0;
318;Padova;Italy;Western Mediterranean;0;51.9998;0;6;0;26;0;0;99.4998;0;7;0;29;0;0;55.4998;0;7;0;29;0;0;0;0;4;0;22;0;
319;Padova;Italy;Eastern Mediterranean;0;51.9998;0;6;0;26;0;0;99.4998;0;7;0;29;0;0;55.4998;0;7;0;29;0;0;0;0;4;0;22;0;
320;Padova;Italy;unknown;1.8333;51.9998;3.525590483;6;0.587598414;26;0.135599634;0.8333;99.4998;0.837489121;7;0.119641303;29;0.028878935;1.3333;55.4998;2.402350999;7;0.343193;29;0.08283969;0;0;0;4;0;22;0;
321;Padova;Italy;Pontic Sea;0;51.9998;0;6;0;26;0;0;99.4998;0;7;0;29;0;0;55.4998;0;7;0;29;0;0;0;0;4;0;22;0;
322;Padova;Italy;Egypt;0;51.9998;0;6;0;26;0;0;99.4998;0;7;0;29;0;0;55.4998;0;7;0;29;0;0;0;0;4;0;22;0;
323;Padova;Italy;Gallia;0;51.9998;0;6;0;26;0;0;99.4998;0;7;0;29;0;0;55.4998;0;7;0;29;0;0;0;0;4;0;22;0;
324;Padova;Italy;Adria;48.1666;51.9998;92.62843319;6;15.4380722;26;3.562632046;56.1666;99.4998;56.44895769;7;8.064136812;29;1.946515782;51.6666;55.4998;93.09330844;7;13.29904406;29;3.210114084;0;0;0;4;0;22;0;
325;Pompeii;Italy;Italy;44.1466;106.3264;41.51988594;6;6.919980989;26;1.59691869;20.6466;59.9264;34.45326267;7;4.921894667;29;1.18804354;15.6966;52.2764;30.0261686;7;4.289452657;29;1.035385124;0;0;0;4;0;22;0;
326;Pompeii;Italy;Baetica;0;106.3264;0;6;0;26;0;0;59.9264;0;7;0;29;0;0;52.2764;0;7;0;29;0;0;0;0;4;0;22;0;
327;Pompeii;Italy;Tarraconensis;0;106.3264;0;6;0;26;0;0;59.9264;0;7;0;29;0;0;52.2764;0;7;0;29;0;0;0;0;4;0;22;0;
328;Pompeii;Italy;North Africa;21.2866;106.3264;20.02005146;6;3.336675244;26;0.770001979;10.4866;59.9264;17.49913227;7;2.499876038;29;0.603418354;9.2366;52.2764;17.66877597;7;2.524110853;29;0.609268137;0;0;0;4;0;22;0;
329;Pompeii;Italy;Iberian Peninsula;4.5466;106.3264;4.276078189;6;0.712679698;26;0.164464546;3.2966;59.9264;5.501081326;7;0.785868761;29;0.18969246;3.2966;52.2764;6.306096059;7;0.900870866;29;0.217451588;0;0;0;4;0;22;0;
330;Pompeii;Italy;Aegean;0;106.3264;0;6;0;26;0;0;59.9264;0;7;0;29;0;0;52.2764;0;7;0;29;0;0;0;0;4;0;22;0;
331;Pompeii;Italy;Western Mediterranean;0;106.3264;0;6;0;26;0;0;59.9264;0;7;0;29;0;0;52.2764;0;7;0;29;0;0;0;0;4;0;22;0;
332;Pompeii;Italy;Eastern Mediterranean;14.7333;106.3264;13.85667153;6;2.309445255;26;0.532948905;5.7833;59.9264;9.65067149;7;1.378667356;29;0.332781776;5.1333;52.2764;9.819536158;7;1.40279088;29;0.338604695;0;0;0;4;0;22;0;
333;Pompeii;Italy;unknown;21.6133;106.3264;20.32731288;6;3.38788548;26;0.781819726;19.7133;59.9264;32.89585225;7;4.699407464;29;1.134339733;18.9133;52.2764;36.17942322;7;5.168489031;29;1.247566318;0;0;0;4;0;22;0;
334;Pompeii;Italy;Pontic Sea;0;106.3264;0;6;0;26;0;0;59.9264;0;7;0;29;0;0;52.2764;0;7;0;29;0;0;0;0;4;0;22;0;
335;Pompeii;Italy;Egypt;0;106.3264;0;6;0;26;0;0;59.9264;0;7;0;29;0;0;52.2764;0;7;0;29;0;0;0;0;4;0;22;0;
336;Pompeii;Italy;Gallia;0;106.3264;0;6;0;26;0;0;59.9264;0;7;0;29;0;0;52.2764;0;7;0;29;0;0;0;0;4;0;22;0;
337;Pompeii;Italy;Adria;0;106.3264;0;6;0;26;0;0;59.9264;0;7;0;29;0;0;52.2764;0;7;0;29;0;0;0;0;4;0;22;0;
338;Rome;Italy;Italy;0;0;0;6;0;26;0;0;0;0;7;0;29;0;1680;4723;35.5706119;7;5.081515986;29;1.226572824;233.8;859.8;27.19237032;4;6.79809258;22;1.236016833;
339;Rome;Italy;Baetica;0;0;0;6;0;26;0;0;0;0;7;0;29;0;0;4723;0;7;0;29;0;0;859.8;0;4;0;22;0;
340;Rome;Italy;Tarraconensis;0;0;0;6;0;26;0;0;0;0;7;0;29;0;100;4723;2.117298327;7;0.30247119;29;0.073010287;13.8;859.8;1.605024424;4;0.401256106;22;0.072955656;
341;Rome;Italy;North Africa;0;0;0;6;0;26;0;0;0;0;7;0;29;0;243;4723;5.145034935;7;0.735004991;29;0.177414998;145.6;859.8;16.93417074;4;4.233542684;22;0.769735034;
342;Rome;Italy;Iberian Peninsula;0;0;0;6;0;26;0;0;0;0;7;0;29;0;1115;4723;23.60787635;7;3.372553764;29;0.814064702;234.6;859.8;27.28541521;4;6.821353803;22;1.240246146;
343;Rome;Italy;Aegean;0;0;0;6;0;26;0;0;0;0;7;0;29;0;862;4723;18.25111158;7;2.607301655;29;0.629348675;126.6;859.8;14.7243545;4;3.681088625;22;0.669288841;
344;Rome;Italy;Western Mediterranean;0;0;0;6;0;26;0;0;0;0;7;0;29;0;0;4723;0;7;0;29;0;0;859.8;0;4;0;22;0;
345;Rome;Italy;Eastern Mediterranean;0;0;0;6;0;26;0;0;0;0;7;0;29;0;148;4723;3.133601524;7;0.447657361;29;0.108055225;9.8;859.8;1.139799953;4;0.284949988;22;0.051809089;
346;Rome;Italy;unknown;0;0;0;6;0;26;0;0;0;0;7;0;29;0;288;4723;6.097819183;7;0.871117026;29;0.210269627;9.4;859.8;1.093277506;4;0.273319377;22;0.049694432;
347;Rome;Italy;Pontic Sea;0;0;0;6;0;26;0;0;0;0;7;0;29;0;0;4723;0;7;0;29;0;0;859.8;0;4;0;22;0;
348;Rome;Italy;Egypt;0;0;0;6;0;26;0;0;0;0;7;0;29;0;9;4723;0.190556849;7;0.027222407;29;0.006570926;1.8;859.8;0.209351012;4;0.052337753;22;0.009515955;
349;Rome;Italy;Gallia;0;0;0;6;0;26;0;0;0;0;7;0;29;0;278;4723;5.88608935;7;0.840869907;29;0.202968598;84.4;859.8;9.816236334;4;2.454059084;22;0.446192561;
350;Rome;Italy;Adria;0;0;0;6;0;26;0;0;0;0;7;0;29;0;0;4723;0;7;0;29;0;0;859.8;0;4;0;22;0;
351;Settefinestre;Italy;Italy;53.6666;119.9997;44.72227847;6;7.453713079;26;1.720087634;6.6666;32.9997;20.20200184;7;2.886000262;29;0.696620753;6.6666;32.9997;20.20200184;7;2.886000262;29;0.696620753;78;223.9999;34.82144412;4;8.705361029;22;1.582792914;
352;Settefinestre;Italy;Baetica;0;119.9997;0;6;0;26;0;0;32.9997;0;7;0;29;0;0;32.9997;0;7;0;29;0;0;223.9999;0;4;0;22;0;
353;Settefinestre;Italy;Tarraconensis;0;119.9997;0;6;0;26;0;0;32.9997;0;7;0;29;0;0;32.9997;0;7;0;29;0;0;223.9999;0;4;0;22;0;
354;Settefinestre;Italy;North Africa;2.6666;119.9997;2.222172222;6;0.370362037;26;0.085468162;2.6666;32.9997;8.080679521;7;1.154382789;29;0.278644121;2.6666;32.9997;8.080679521;7;1.154382789;29;0.278644121;4;223.9999;1.785715083;4;0.446428771;22;0.081168867;
355;Settefinestre;Italy;Iberian Peninsula;0.6666;119.9997;0.555501389;6;0.092583565;26;0.021365438;0.6666;32.9997;2.020018364;7;0.288574052;29;0.069655806;0.6666;32.9997;2.020018364;7;0.288574052;29;0.069655806;33.9999;223.9999;15.17853356;4;3.79463339;22;0.689933344;
356;Settefinestre;Italy;Aegean;1.6666;119.9997;1.388836805;6;0.231472801;26;0.0534168;0.6666;32.9997;2.020018364;7;0.288574052;29;0.069655806;0.6666;32.9997;2.020018364;7;0.288574052;29;0.069655806;2;223.9999;0.892857541;4;0.223214385;22;0.040584434;
357;Settefinestre;Italy;Western Mediterranean;0;119.9997;0;6;0;26;0;0;32.9997;0;7;0;29;0;0;32.9997;0;7;0;29;0;0;223.9999;0;4;0;22;0;
358;Settefinestre;Italy;Eastern Mediterranean;0;119.9997;0;6;0;26;0;0;32.9997;0;7;0;29;0;0;32.9997;0;7;0;29;0;0;223.9999;0;4;0;22;0;
359;Settefinestre;Italy;unknown;61.3333;119.9997;51.11121111;6;8.518535185;26;1.965815812;22.3333;32.9997;67.67728191;7;9.668183131;29;2.333699376;22.3333;32.9997;67.67728191;7;9.668183131;29;2.333699376;105;223.9999;46.87502093;4;11.71875523;22;2.130682769;
360;Settefinestre;Italy;Pontic Sea;0;119.9997;0;6;0;26;0;0;32.9997;0;7;0;29;0;0;32.9997;0;7;0;29;0;0;223.9999;0;4;0;22;0;
361;Settefinestre;Italy;Egypt;0;119.9997;0;6;0;26;0;0;32.9997;0;7;0;29;0;0;32.9997;0;7;0;29;0;0;223.9999;0;4;0;22;0;
362;Settefinestre;Italy;Gallia;0;119.9997;0;6;0;26;0;0;32.9997;0;7;0;29;0;0;32.9997;0;7;0;29;0;1;223.9999;0.446428771;4;0.111607193;22;0.020292217;
363;Settefinestre;Italy;Adria;0;119.9997;0;6;0;26;0;0;32.9997;0;7;0;29;0;0;32.9997;0;7;0;29;0;0;223.9999;0;4;0;22;0;
364;Berenike;North Africa;Italy;9;31;29.03225806;3;9.677419355;26;1.11662531;17;42;40.47619048;4;10.11904762;29;1.395730706;23;124;18.5483871;4;4.637096774;29;0.639599555;1;114;0.877192982;3;0.292397661;22;0.039872408;
365;Berenike;North Africa;Baetica;0;31;0;3;0;26;0;0;42;0;4;0;29;0;0;124;0;4;0;29;0;0;114;0;3;0;22;0;
366;Berenike;North Africa;Tarraconensis;0;31;0;3;0;26;0;0;42;0;4;0;29;0;0;124;0;4;0;29;0;0;114;0;3;0;22;0;
367;Berenike;North Africa;North Africa;9.5;31;30.64516129;3;10.21505376;26;1.17866005;16.5;42;39.28571429;4;9.821428571;29;1.354679803;42;124;33.87096774;4;8.467741935;29;1.167964405;70;114;61.40350877;3;20.46783626;22;2.791068581;
368;Berenike;North Africa;Iberian Peninsula;0;31;0;3;0;26;0;1;42;2.380952381;4;0.595238095;29;0.082101806;10;124;8.064516129;4;2.016129032;29;0.278086763;11;114;9.649122807;3;3.216374269;22;0.438596491;
369;Berenike;North Africa;Aegean;12;31;38.70967742;3;12.90322581;26;1.488833747;3;42;7.142857143;4;1.785714286;29;0.246305419;3;124;2.419354839;4;0.60483871;29;0.083426029;26;114;22.80701754;3;7.602339181;22;1.036682616;
370;Berenike;North Africa;Western Mediterranean;0.5;31;1.612903226;3;0.537634409;26;0.062034739;4.5;42;10.71428571;4;2.678571429;29;0.369458128;43;124;34.67741935;4;8.669354839;29;1.195773081;2;114;1.754385965;3;0.584795322;22;0.079744817;
371;Berenike;North Africa;Eastern Mediterranean;0;31;0;3;0;26;0;0;42;0;4;0;29;0;3;124;2.419354839;4;0.60483871;29;0.083426029;4;114;3.50877193;3;1.169590643;22;0.159489633;
372;Berenike;North Africa;unknown;0;31;0;3;0;26;0;0;42;0;4;0;29;0;0;124;0;4;0;29;0;0;114;0;3;0;22;0;
373;Berenike;North Africa;Pontic Sea;0;31;0;3;0;26;0;0;42;0;4;0;29;0;0;124;0;4;0;29;0;0;114;0;3;0;22;0;
374;Berenike;North Africa;Egypt;0;31;0;3;0;26;0;0;42;0;4;0;29;0;0;124;0;4;0;29;0;0;114;0;3;0;22;0;
375;Berenike;North Africa;Gallia;0;31;0;3;0;26;0;0;42;0;4;0;29;0;0;124;0;4;0;29;0;0;114;0;3;0;22;0;
376;Berenike;North Africa;Adria;0;31;0;3;0;26;0;0;42;0;4;0;29;0;0;124;0;4;0;29;0;0;114;0;3;0;22;0;
377;Carthage;North Africa;Italy;30704.5;178948;17.1583365;3;5.7194455;26;0.659936019;1037;14204;7.300760349;4;1.825190087;29;0.251750357;241.75;18337.25;1.318354715;4;0.329588679;29;0.045460507;201.25;20544.25;0.97959283;3;0.326530943;22;0.044526947;
378;Carthage;North Africa;Baetica;0;178948;0;3;0;26;0;0;14204;0;4;0;29;0;0;18337.25;0;4;0;29;0;0;20544.25;0;3;0;22;0;
379;Carthage;North Africa;Tarraconensis;0;178948;0;3;0;26;0;0;14204;0;4;0;29;0;0;18337.25;0;4;0;29;0;0;20544.25;0;3;0;22;0;
380;Carthage;North Africa;North Africa;138011;178948;77.12352192;3;25.70784064;26;2.966289304;7393;14204;52.04871867;4;13.01217967;29;1.794783402;11011.5;18337.25;60.04989843;4;15.01247461;29;2.070686153;14869.25;20544.25;72.37669908;3;24.12556636;22;3.289849958;
381;Carthage;North Africa;Iberian Peninsula;725;178948;0.405145629;3;0.135048543;26;0.015582524;225;14204;1.584060828;4;0.396015207;29;0.054622787;100;18337.25;0.545338041;4;0.13633451;29;0.01880476;0;20544.25;0;3;0;22;0;
382;Carthage;North Africa;Aegean;200;178948;0.111764311;3;0.03725477;26;0.004298627;0;14204;0;4;0;29;0;0;18337.25;0;4;0;29;0;0;20544.25;0;3;0;22;0;
383;Carthage;North Africa;Western Mediterranean;0;178948;0;3;0;26;0;0;14204;0;4;0;29;0;0;18337.25;0;4;0;29;0;0;20544.25;0;3;0;22;0;
384;Carthage;North Africa;Eastern Mediterranean;0;178948;0;3;0;26;0;0;14204;0;4;0;29;0;0;18337.25;0;4;0;29;0;0;20544.25;0;3;0;22;0;
385;Carthage;North Africa;unknown;8882.5;178948;4.963732481;3;1.654577494;26;0.190912788;5524;14204;38.89045339;4;9.722613348;29;1.341050117;6984;18337.25;38.08640881;4;9.521602203;29;1.313324442;5473.75;20544.25;26.64370809;3;8.881236031;22;1.211077641;
386;Carthage;North Africa;Pontic Sea;0;178948;0;3;0;26;0;0;14204;0;4;0;29;0;0;18337.25;0;4;0;29;0;0;20544.25;0;3;0;22;0;
387;Carthage;North Africa;Egypt;0;178948;0;3;0;26;0;0;14204;0;4;0;29;0;0;18337.25;0;4;0;29;0;0;20544.25;0;3;0;22;0;
388;Carthage;North Africa;Gallia;425;178948;0.237499162;3;0.079166387;26;0.009134583;25;14204;0.176006759;4;0.04400169;29;0.006069199;0;18337.25;0;4;0;29;0;0;20544.25;0;3;0;22;0;
389;Carthage;North Africa;Adria;0;178948;0;3;0;26;0;0;14204;0;4;0;29;0;0;18337.25;0;4;0;29;0;0;20544.25;0;3;0;22;0;
390;Leptis Magna;North Africa;Italy;0;0;0;3;0;26;0;2.5;11.5;21.73913043;4;5.434782609;29;0.749625187;2.5;11.5;21.73913043;4;5.434782609;29;0.749625187;0;0;0;3;0;22;0;
391;Leptis Magna;North Africa;Baetica;0;0;0;3;0;26;0;0;11.5;0;4;0;29;0;0;11.5;0;4;0;29;0;0;0;0;3;0;22;0;
392;Leptis Magna;North Africa;Tarraconensis;0;0;0;3;0;26;0;0;11.5;0;4;0;29;0;0;11.5;0;4;0;29;0;0;0;0;3;0;22;0;
393;Leptis Magna;North Africa;North Africa;0;0;0;3;0;26;0;6;11.5;52.17391304;4;13.04347826;29;1.79910045;6;11.5;52.17391304;4;13.04347826;29;1.79910045;0;0;0;3;0;22;0;
394;Leptis Magna;North Africa;Iberian Peninsula;0;0;0;3;0;26;0;1;11.5;8.695652174;4;2.173913043;29;0.299850075;1;11.5;8.695652174;4;2.173913043;29;0.299850075;0;0;0;3;0;22;0;
395;Leptis Magna;North Africa;Aegean;0;0;0;3;0;26;0;0.5;11.5;4.347826087;4;1.086956522;29;0.149925037;0.5;11.5;4.347826087;4;1.086956522;29;0.149925037;0;0;0;3;0;22;0;
396;Leptis Magna;North Africa;Western Mediterranean;0;0;0;3;0;26;0;0;11.5;0;4;0;29;0;0;11.5;0;4;0;29;0;0;0;0;3;0;22;0;
397;Leptis Magna;North Africa;Eastern Mediterranean;0;0;0;3;0;26;0;0.5;11.5;4.347826087;4;1.086956522;29;0.149925037;0.5;11.5;4.347826087;4;1.086956522;29;0.149925037;0;0;0;3;0;22;0;
398;Leptis Magna;North Africa;unknown;0;0;0;3;0;26;0;1;11.5;8.695652174;4;2.173913043;29;0.299850075;1;11.5;8.695652174;4;2.173913043;29;0.299850075;0;0;0;3;0;22;0;
399;Leptis Magna;North Africa;Pontic Sea;0;0;0;3;0;26;0;0;11.5;0;4;0;29;0;0;11.5;0;4;0;29;0;0;0;0;3;0;22;0;
400;Leptis Magna;North Africa;Egypt;0;0;0;3;0;26;0;0;11.5;0;4;0;29;0;0;11.5;0;4;0;29;0;0;0;0;3;0;22;0;
401;Leptis Magna;North Africa;Gallia;0;0;0;3;0;26;0;0;11.5;0;4;0;29;0;0;11.5;0;4;0;29;0;0;0;0;3;0;22;0;
402;Leptis Magna;North Africa;Adria;0;0;0;3;0;26;0;0;11.5;0;4;0;29;0;0;11.5;0;4;0;29;0;0;0;0;3;0;22;0;
