ID;site;region;origin;frequency_A;total_A;percentage_site_A;sites_in_region_A;percentage_in_region_A;sites_A;percentage_in_all_A;frequency_B;total_B;percentage_site_B;sites_in_region_B;percentage_in_region_B;sites_B;percentage_in_all_B;frequency_C;total_C;percentage_site_C;sites_in_region_C;percentage_in_region_C;sites_C;percentage_in_all_C;frequency_D;total_D;percentage_site_D;sites_in_region_D;percentage_in_region_D;sites_D;percentage_in_all_D;
96;Paphos;Eastern Mediterranean;Aegean;2.6666;5.1665;51.61327785;2;25.80663892;26;1.985126071;2;18.49993;10.81085172;2;5.405425858;29;0.37278799;1.1666;3.6665;31.8178099;3;10.60593663;29;1.097165859;3;15.5;19.35483871;3;6.451612903;22;0.879765396;
97;Paphos;Eastern Mediterranean;Western Mediterranean;0;5.1665;0;2;0;26;0;0;18.49993;0;2;0;29;0;0;3.6665;0;3;0;29;0;0;15.5;0;3;0;22;0;
98;Paphos;Eastern Mediterranean;Eastern Mediterranean;1.1666;5.1665;22.58008323;2;11.29004161;26;0.86846474;3.66663;18.49993;19.81969662;2;9.909848308;29;0.683437814;0.3333;3.6665;9.090413201;3;3.030137734;29;0.313462524;5;15.5;32.25806452;3;10.75268817;22;1.46627566;
99;Paphos;Eastern Mediterranean;unknown;1.3333;5.1665;25.80663892;2;12.90331946;26;0.992563036;1.5833;18.49993;8.558410762;2;4.279205381;29;0.295117612;0.5833;3.6665;15.90890495;3;5.302968317;29;0.548582929;7.25;15.5;46.77419355;3;15.59139785;22;2.126099707;
100;Paphos;Eastern Mediterranean;Pontic Sea;0;5.1665;0;2;0;26;0;0;18.49993;0;2;0;29;0;0;3.6665;0;3;0;29;0;0;15.5;0;3;0;22;0;
101;Paphos;Eastern Mediterranean;Egypt;0;5.1665;0;2;0;26;0;0;18.49993;0;2;0;29;0;0;3.6665;0;3;0;29;0;0;15.5;0;3;0;22;0;
102;Paphos;Eastern Mediterranean;Gallia;0;5.1665;0;2;0;26;0;0;18.49993;0;2;0;29;0;0;3.6665;0;3;0;29;0;0;15.5;0;3;0;22;0;
103;Paphos;Eastern Mediterranean;Adria;0;5.1665;0;2;0;26;0;0;18.49993;0;2;0;29;0;0.3333;3.6665;9.090413201;3;3.030137734;29;0.313462524;0;15.5;0;3;0;22;0;
130;Arles;Gallia;Italy;79.5;81.5;97.54601227;7;13.93514461;26;3.751769703;0;74;0;7;0;29;0;0;74;0;6;0;29;0;0.5;4.5;11.11111111;5;2.222222222;22;0.505050505;
131;Arles;Gallia;Baetica;0;81.5;0;7;0;26;0;0;74;0;7;0;29;0;0;74;0;6;0;29;0;0;4.5;0;5;0;22;0;
132;Arles;Gallia;Tarraconensis;0;81.5;0;7;0;26;0;0;74;0;7;0;29;0;0;74;0;6;0;29;0;0;4.5;0;5;0;22;0;
133;Arles;Gallia;North Africa;2;81.5;2.45398773;7;0.350569676;26;0.094384143;1;74;1.351351351;7;0.193050193;29;0.046598322;1;74;1.351351351;6;0.225225225;29;0.046598322;0;4.5;0;5;0;22;0;
134;Arles;Gallia;Iberian Peninsula;0;81.5;0;7;0;26;0;57.5;74;77.7027027;7;11.1003861;29;2.679403541;57.5;74;77.7027027;6;12.95045045;29;2.679403541;2;4.5;44.44444444;5;8.888888889;22;2.02020202;
135;Arles;Gallia;Aegean;0;81.5;0;7;0;26;0;1;74;1.351351351;7;0.193050193;29;0.046598322;1;74;1.351351351;6;0.225225225;29;0.046598322;1;4.5;22.22222222;5;4.444444444;22;1.01010101;
136;Arles;Gallia;Western Mediterranean;0;81.5;0;7;0;26;0;0;74;0;7;0;29;0;0;74;0;6;0;29;0;0;4.5;0;5;0;22;0;
137;Arles;Gallia;Eastern Mediterranean;0;81.5;0;7;0;26;0;1;74;1.351351351;7;0.193050193;29;0.046598322;1;74;1.351351351;6;0.225225225;29;0.046598322;1;4.5;22.22222222;5;4.444444444;22;1.01010101;
138;Arles;Gallia;unknown;0;81.5;0;7;0;26;0;0;74;0;7;0;29;0;0;74;0;6;0;29;0;0;4.5;0;5;0;22;0;
139;Arles;Gallia;Pontic Sea;0;81.5;0;7;0;26;0;0;74;0;7;0;29;0;0;74;0;6;0;29;0;0;4.5;0;5;0;22;0;
140;Arles;Gallia;Egypt;0;81.5;0;7;0;26;0;0;74;0;7;0;29;0;0;74;0;6;0;29;0;0;4.5;0;5;0;22;0;
141;Arles;Gallia;Gallia;0;81.5;0;7;0;26;0;13.5;74;18.24324324;7;2.606177606;29;0.629077353;13.5;74;18.24324324;6;3.040540541;29;0.629077353;0;4.5;0;5;0;22;0;
142;Arles;Gallia;Adria;0;81.5;0;7;0;26;0;0;74;0;7;0;29;0;0;74;0;6;0;29;0;0;4.5;0;5;0;22;0;
143;Frejus;Gallia;Italy;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;0;76;0;5;0;22;0;
144;Frejus;Gallia;Baetica;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;0;76;0;5;0;22;0;
145;Frejus;Gallia;Tarraconensis;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;0;76;0;5;0;22;0;
146;Frejus;Gallia;North Africa;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;1;76;1.315789474;5;0.263157895;22;0.059808612;
147;Frejus;Gallia;Iberian Peninsula;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;19;76;25;5;5;22;1.136363636;
148;Frejus;Gallia;Aegean;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;0;76;0;5;0;22;0;
149;Frejus;Gallia;Western Mediterranean;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;0;76;0;5;0;22;0;
150;Frejus;Gallia;Eastern Mediterranean;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;0;76;0;5;0;22;0;
151;Frejus;Gallia;unknown;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;4;76;5.263157895;5;1.052631579;22;0.23923445;
152;Frejus;Gallia;Pontic Sea;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;0;76;0;5;0;22;0;
153;Frejus;Gallia;Egypt;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;0;76;0;5;0;22;0;
154;Frejus;Gallia;Gallia;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;52;76;68.42105263;5;13.68421053;22;3.110047847;
155;Frejus;Gallia;Adria;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;0;0;6;0;29;0;0;76;0;5;0;22;0;
156;La Nautique;Gallia;Italy;3.6666;160.67093;2.282055628;7;0.326007947;26;0.08777137;0.6666;110.6709;0.602326357;7;0.086046622;29;0.020769874;0.6666;110.6709;0.602326357;6;0.100387726;29;0.020769874;0;0;0;5;0;22;0;
157;La Nautique;Gallia;Baetica;9.213;160.67093;5.73408021;7;0.819154316;26;0.220541547;9.213;110.6709;8.324681556;7;1.189240222;29;0.287057985;9.213;110.6709;8.324681556;6;1.387446926;29;0.287057985;0;0;0;5;0;22;0;
158;La Nautique;Gallia;Tarraconensis;106.484;160.67093;66.27458993;7;9.467798562;26;2.54902269;71.484;110.6709;64.59150508;7;9.227357869;29;2.227293279;71.484;110.6709;64.59150508;6;10.76525085;29;2.227293279;0;0;0;5;0;22;0;
159;La Nautique;Gallia;North Africa;3.553;160.67093;2.21135211;7;0.315907444;26;0.085052004;2.553;110.6709;2.306839467;7;0.329548495;29;0.079546189;2.553;110.6709;2.306839467;6;0.384473245;29;0.079546189;0;0;0;5;0;22;0;
160;La Nautique;Gallia;Iberian Peninsula;0;160.67093;0;7;0;26;0;0;110.6709;0;7;0;29;0;0;110.6709;0;6;0;29;0;0;0;0;5;0;22;0;
161;La Nautique;Gallia;Aegean;0;160.67093;0;7;0;26;0;0;110.6709;0;7;0;29;0;0;110.6709;0;6;0;29;0;0;0;0;5;0;22;0;
162;La Nautique;Gallia;Western Mediterranean;0;160.67093;0;7;0;26;0;0;110.6709;0;7;0;29;0;0;110.6709;0;6;0;29;0;0;0;0;5;0;22;0;
163;La Nautique;Gallia;Eastern Mediterranean;3;160.67093;1.867170371;7;0.266738624;26;0.071814245;0;110.6709;0;7;0;29;0;0;110.6709;0;6;0;29;0;0;0;0;5;0;22;0;
164;La Nautique;Gallia;unknown;27.751;160.67093;17.27194832;7;2.467421189;26;0.664305705;26.751;110.6709;24.17166572;7;3.453095103;29;0.833505715;26.751;110.6709;24.17166572;6;4.028610954;29;0.833505715;0;0;0;5;0;22;0;
165;La Nautique;Gallia;Pontic Sea;0;160.67093;0;7;0;26;0;0;110.6709;0;7;0;29;0;0;110.6709;0;6;0;29;0;0;0;0;5;0;22;0;
166;La Nautique;Gallia;Egypt;0;160.67093;0;7;0;26;0;0;110.6709;0;7;0;29;0;0;110.6709;0;6;0;29;0;0;0;0;5;0;22;0;
167;La Nautique;Gallia;Gallia;7.00333;160.67093;4.358803425;7;0.622686204;26;0.167646286;0.0033;110.6709;0.002981814;7;0.000425973;29;0.000102821;0.0033;110.6709;0.002981814;6;0.000496969;29;0.000102821;0;0;0;5;0;22;0;
168;La Nautique;Gallia;Adria;0;160.67093;0;7;0;26;0;0;110.6709;0;7;0;29;0;0;110.6709;0;6;0;29;0;0;0;0;5;0;22;0;
169;La Ramiere;Gallia;Italy;6;20;30;7;4.285714286;26;1.153846154;20.5;615.5;3.330625508;7;0.475803644;29;0.114849155;19;2186;0.869167429;6;0.144861238;29;0.029971291;5.75;1896.75;0.303150125;5;0.060630025;22;0.013779551;
170;La Ramiere;Gallia;Baetica;0;20;0;7;0;26;0;0;615.5;0;7;0;29;0;0;2186;0;6;0;29;0;0;1896.75;0;5;0;22;0;
171;La Ramiere;Gallia;Tarraconensis;0;20;0;7;0;26;0;0;615.5;0;7;0;29;0;0;2186;0;6;0;29;0;0;1896.75;0;5;0;22;0;
172;La Ramiere;Gallia;North Africa;0;20;0;7;0;26;0;5.5;615.5;0.893582453;7;0.127654636;29;0.030813188;7;2186;0.320219579;6;0.05336993;29;0.011042054;2.5;1896.75;0.131804402;5;0.02636088;22;0.005991109;
173;La Ramiere;Gallia;Iberian Peninsula;6.5;20;32.5;7;4.642857143;26;1.25;68.5;615.5;11.12916328;7;1.589880469;29;0.383764251;163.5;2186;7.479414456;6;1.246569076;29;0.257910843;55.75;1896.75;2.939238171;5;0.587847634;22;0.133601735;
174;La Ramiere;Gallia;Aegean;0;20;0;7;0;26;0;0;615.5;0;7;0;29;0;0;2186;0;6;0;29;0;0;1896.75;0;5;0;22;0;
175;La Ramiere;Gallia;Western Mediterranean;0;20;0;7;0;26;0;0;615.5;0;7;0;29;0;0;2186;0;6;0;29;0;0;1896.75;0;5;0;22;0;
176;La Ramiere;Gallia;Eastern Mediterranean;0;20;0;7;0;26;0;0;615.5;0;7;0;29;0;0;2186;0;6;0;29;0;0;1896.75;0;5;0;22;0;
177;La Ramiere;Gallia;unknown;1.5;20;7.5;7;1.071428571;26;0.288461538;11;615.5;1.787164907;7;0.255309272;29;0.061626376;14;2186;0.640439158;6;0.10673986;29;0.022084109;6.25;1896.75;0.329511006;5;0.065902201;22;0.014977773;
178;La Ramiere;Gallia;Pontic Sea;0;20;0;7;0;26;0;0;615.5;0;7;0;29;0;0;2186;0;6;0;29;0;0;1896.75;0;5;0;22;0;
179;La Ramiere;Gallia;Egypt;0;20;0;7;0;26;0;0;615.5;0;7;0;29;0;0;2186;0;6;0;29;0;0;1896.75;0;5;0;22;0;
180;La Ramiere;Gallia;Gallia;6;20;30;7;4.285714286;26;1.153846154;530.5;615.5;86.19008936;7;12.31286991;29;2.972072047;1982.5;2186;90.69075938;6;15.11512656;29;3.127267565;1826.5;1896.75;96.2962963;5;19.25925926;22;4.377104377;
181;La Ramiere;Gallia;Adria;0;20;0;7;0;26;0;0;615.5;0;7;0;29;0;0;2186;0;6;0;29;0;0;1896.75;0;5;0;22;0;
182;Lyon;Gallia;Italy;160.25;586.56;27.32030824;7;3.902901177;26;1.050781086;38.49;307;12.53745928;7;1.791065612;29;0.432326182;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
183;Lyon;Gallia;Baetica;163.06;586.56;27.79937261;7;3.971338945;26;1.069206639;97.14;307;31.64169381;7;4.520241973;29;1.09109289;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
184;Lyon;Gallia;Tarraconensis;45.1;586.56;7.688897981;7;1.098413997;26;0.295726845;38.94;307;12.68403909;7;1.812005584;29;0.437380658;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
185;Lyon;Gallia;North Africa;0;586.56;0;7;0;26;0;0;307;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
186;Lyon;Gallia;Iberian Peninsula;0;586.56;0;7;0;26;0;0;307;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
187;Lyon;Gallia;Aegean;0;586.56;0;7;0;26;0;0;307;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
188;Lyon;Gallia;Western Mediterranean;0;586.56;0;7;0;26;0;0;307;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
189;Lyon;Gallia;Eastern Mediterranean;75.64;586.56;12.89552646;7;1.842218066;26;0.495981787;47.68;307;15.53094463;7;2.218706375;29;0.535549815;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
190;Lyon;Gallia;unknown;97.41;586.56;16.60699673;7;2.372428104;26;0.638730643;45.81;307;14.9218241;7;2.131689158;29;0.514545659;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
191;Lyon;Gallia;Pontic Sea;0;586.56;0;7;0;26;0;0;307;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
192;Lyon;Gallia;Egypt;0;586.56;0;7;0;26;0;0;307;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
193;Lyon;Gallia;Gallia;45.1;586.56;7.688897981;7;1.098413997;26;0.295726845;38.94;307;12.68403909;7;1.812005584;29;0.437380658;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
194;Lyon;Gallia;Adria;0;586.56;0;7;0;26;0;0;307;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
195;Narbonne;Gallia;Italy;768.8;1354.9;56.742195;7;8.106027857;26;2.182392115;36.25;388.75;9.324758842;7;1.332108406;29;0.321543408;0.25;0.75;33.33333333;6;5.555555556;29;1.149425287;0;0;0;5;0;22;0;
196;Narbonne;Gallia;Baetica;83.4;1354.9;6.155435826;7;0.879347975;26;0.236747532;51.75;388.75;13.31189711;7;1.901699587;29;0.459030935;0.25;0.75;33.33333333;6;5.555555556;29;1.149425287;0;0;0;5;0;22;0;
197;Narbonne;Gallia;Tarraconensis;296;1354.9;21.84663075;7;3.12094725;26;0.840255029;248;388.75;63.79421222;7;9.113458888;29;2.199800421;0;0.75;0;6;0;29;0;0;0;0;5;0;22;0;
198;Narbonne;Gallia;North Africa;96.5;1354.9;7.122296848;7;1.017470978;26;0.273934494;5.5;388.75;1.414790997;7;0.202113;29;0.048785896;0;0.75;0;6;0;29;0;0;0;0;5;0;22;0;
199;Narbonne;Gallia;Iberian Peninsula;0;1354.9;0;7;0;26;0;0;388.75;0;7;0;29;0;0;0.75;0;6;0;29;0;0;0;0;5;0;22;0;
200;Narbonne;Gallia;Aegean;2.5;1354.9;0.184515462;7;0.026359352;26;0.007096749;1.125;388.75;0.289389068;7;0.041341295;29;0.009978933;0.125;0.75;16.66666667;6;2.777777778;29;0.574712644;0;0;0;5;0;22;0;
201;Narbonne;Gallia;Western Mediterranean;0;1354.9;0;7;0;26;0;0;388.75;0;7;0;29;0;0;0.75;0;6;0;29;0;0;0;0;5;0;22;0;
202;Narbonne;Gallia;Eastern Mediterranean;2.5;1354.9;0.184515462;7;0.026359352;26;0.007096749;1.125;388.75;0.289389068;7;0.041341295;29;0.009978933;0.125;0.75;16.66666667;6;2.777777778;29;0.574712644;0;0;0;5;0;22;0;
203;Narbonne;Gallia;unknown;105.2;1354.9;7.764410658;7;1.109201523;26;0.298631179;45;388.75;11.5755627;7;1.653651814;29;0.399157335;0;0.75;0;6;0;29;0;0;0;0;5;0;22;0;
204;Narbonne;Gallia;Pontic Sea;0;1354.9;0;7;0;26;0;0;388.75;0;7;0;29;0;0;0.75;0;6;0;29;0;0;0;0;5;0;22;0;
205;Narbonne;Gallia;Egypt;0;1354.9;0;7;0;26;0;0;388.75;0;7;0;29;0;0;0.75;0;6;0;29;0;0;0;0;5;0;22;0;
206;Narbonne;Gallia;Gallia;0;1354.9;0;7;0;26;0;0;388.75;0;7;0;29;0;0;0.75;0;6;0;29;0;0;0;0;5;0;22;0;
207;Narbonne;Gallia;Adria;0;1354.9;0;7;0;26;0;0;388.75;0;7;0;29;0;0;0.75;0;6;0;29;0;0;0;0;5;0;22;0;
208;Nimes;Gallia;Italy;11;322.5;3.410852713;7;0.487264673;26;0.131186643;11;322.5;3.410852713;7;0.487264673;29;0.117615611;0;823;0;6;0;29;0;4.5;1139.25;0.394996708;5;0.078999342;22;0.017954396;
209;Nimes;Gallia;Baetica;0;322.5;0;7;0;26;0;0;322.5;0;7;0;29;0;0;823;0;6;0;29;0;0;1139.25;0;5;0;22;0;
210;Nimes;Gallia;Tarraconensis;0;322.5;0;7;0;26;0;0;322.5;0;7;0;29;0;0;823;0;6;0;29;0;0;1139.25;0;5;0;22;0;
211;Nimes;Gallia;North Africa;0;322.5;0;7;0;26;0;0;322.5;0;7;0;29;0;0;823;0;6;0;29;0;0;1139.25;0;5;0;22;0;
212;Nimes;Gallia;Iberian Peninsula;115.5;322.5;35.81395349;7;5.11627907;26;1.37745975;0;322.5;0;7;0;29;0;188.5;823;22.90400972;6;3.817334953;29;0.789793439;314;1139.25;27.56199254;5;5.512398508;22;1.252817843;
213;Nimes;Gallia;Aegean;0.5;322.5;0.15503876;7;0.022148394;26;0.005963029;115.5;322.5;35.81395349;7;5.11627907;29;1.234963913;1;823;0.121506683;6;0.020251114;29;0.004189886;1;1139.25;0.087777046;5;0.017555409;22;0.003989866;
214;Nimes;Gallia;Western Mediterranean;0;322.5;0;7;0;26;0;0.5;322.5;0.15503876;7;0.022148394;29;0.005346164;0;823;0;6;0;29;0;0;1139.25;0;5;0;22;0;
215;Nimes;Gallia;Eastern Mediterranean;0;322.5;0;7;0;26;0;0;322.5;0;7;0;29;0;0;823;0;6;0;29;0;0;1139.25;0;5;0;22;0;103.3306255
216;Nimes;Gallia;unknown;63;322.5;19.53488372;7;2.790697674;26;0.751341682;63;322.5;19.53488372;7;2.790697674;29;0.67361668;76;823;9.234507898;6;1.53908465;29;0.318431307;104.75;1139.25;9.1946456;5;1.83892912;22;0.417938436;
217;Nimes;Gallia;Pontic Sea;0;322.5;0;7;0;26;0;0;322.5;0;7;0;29;0;0;823;0;6;0;29;0;0;1139.25;0;5;0;22;0;
218;Nimes;Gallia;Egypt;0;322.5;0;7;0;26;0;0;322.5;0;7;0;29;0;0;823;0;6;0;29;0;0;1139.25;0;5;0;22;0;
219;Nimes;Gallia;Gallia;132.5;322.5;41.08527132;7;5.869324474;26;1.580202743;132.5;322.5;41.08527132;7;5.869324474;29;1.416733494;557.5;823;67.7399757;6;11.28999595;29;2.335861231;715;1139.25;62.76058811;5;12.55211762;22;2.852754005;
220;Nimes;Gallia;Adria;0;322.5;0;7;0;26;0;0;322.5;0;7;0;29;0;0;823;0;6;0;29;0;0;1139.25;0;5;0;22;0;
221;Toulon;Gallia;Italy;0;0;0;7;0;26;0;0;0;0;7;0;29;0;17;322;5.279503106;6;0.879917184;29;0.182051831;6;274;2.189781022;5;0.437956204;22;0.099535501;
222;Toulon;Gallia;Baetica;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;322;0;6;0;29;0;0;274;0;5;0;22;0;
223;Toulon;Gallia;Tarraconensis;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;322;0;6;0;29;0;0;274;0;5;0;22;0;
224;Toulon;Gallia;North Africa;0;0;0;7;0;26;0;0;0;0;7;0;29;0;21;322;6.52173913;6;1.086956522;29;0.224887556;12;274;4.379562044;5;0.875912409;22;0.199071002;
225;Toulon;Gallia;Iberian Peninsula;0;0;0;7;0;26;0;0;0;0;7;0;29;0;93;322;28.88198758;6;4.813664596;29;0.995930606;66.5;274;24.27007299;5;4.854014599;22;1.103185136;
226;Toulon;Gallia;Aegean;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;322;0;6;0;29;0;0;274;0;5;0;22;0;
227;Toulon;Gallia;Western Mediterranean;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;322;0;6;0;29;0;0;274;0;5;0;22;0;
228;Toulon;Gallia;Eastern Mediterranean;0;0;0;7;0;26;0;0;0;0;7;0;29;0;11;322;3.416149068;6;0.569358178;29;0.117798244;21.5;274;7.846715328;5;1.569343066;22;0.356668879;
229;Toulon;Gallia;unknown;0;0;0;7;0;26;0;0;0;0;7;0;29;0;4;322;1.242236025;6;0.207039337;29;0.042835725;11.5;274;4.197080292;5;0.839416058;22;0.190776377;
230;Toulon;Gallia;Pontic Sea;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;322;0;6;0;29;0;0;274;0;5;0;22;0;
231;Toulon;Gallia;Egypt;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;322;0;6;0;29;0;0;274;0;5;0;22;0;
232;Toulon;Gallia;Gallia;0;0;0;7;0;26;0;0;0;0;7;0;29;0;176;322;54.65838509;6;9.109730849;29;1.8847719;156.5;274;57.11678832;5;11.42335766;22;2.596217651;
233;Toulon;Gallia;Adria;0;0;0;7;0;26;0;0;0;0;7;0;29;0;0;322;0;6;0;29;0;0;274;0;5;0;22;0;
234;Vienne;Gallia;Italy;165.89;291.86;56.83889536;7;8.119842194;26;2.18611136;161.5;398.95;40.48126332;7;5.783037617;29;1.395905632;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
235;Vienne;Gallia;Baetica;54.49;291.86;18.66991023;7;2.667130033;26;0.71807347;95.25;398.95;23.87517233;7;3.410738904;29;0.823281804;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
236;Vienne;Gallia;Tarraconensis;17.965;291.86;6.155348455;7;0.879335494;26;0.236744171;46.305;398.95;11.60671763;7;1.658102519;29;0.400231643;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
237;Vienne;Gallia;North Africa;0;291.86;0;7;0;26;0;0;398.95;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
238;Vienne;Gallia;Iberian Peninsula;0;291.86;0;7;0;26;0;0;398.95;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
239;Vienne;Gallia;Aegean;0;291.86;0;7;0;26;0;0;398.95;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
240;Vienne;Gallia;Western Mediterranean;0;291.86;0;7;0;26;0;0;398.95;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
241;Vienne;Gallia;Eastern Mediterranean;19.67;291.86;6.739532653;7;0.962790379;26;0.259212794;17.11;398.95;4.28875799;7;0.612679713;29;0.147888207;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
242;Vienne;Gallia;unknown;15.88;291.86;5.440964846;7;0.777280692;26;0.209267879;32.48;398.95;8.141371099;7;1.163053014;29;0.280736934;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
243;Vienne;Gallia;Pontic Sea;0;291.86;0;7;0;26;0;0;398.95;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
244;Vienne;Gallia;Egypt;0;291.86;0;7;0;26;0;0;398.95;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
245;Vienne;Gallia;Gallia;17.965;291.86;6.155348455;7;0.879335494;26;0.236744171;46.305;398.95;11.60671763;7;1.658102519;29;0.400231643;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
246;Vienne;Gallia;Adria;0;291.86;0;7;0;26;0;0;398.95;0;7;0;29;0;0;0;0;6;0;29;0;0;0;0;5;0;22;0;
416;Mallorca;Iberian Peninsula;Italy;0;0;0;0;#DIV/0!;26;0;184;533;34.52157598;1;34.52157598;29;1.190399172;36;889;4.049493813;1;4.049493813;29;0.139637718;0;0;0;0;0;22;0;
417;Mallorca;Iberian Peninsula;Baetica;0;0;0;0;#DIV/0!;26;0;10;533;1.876172608;1;1.876172608;29;0.064695607;0;889;0;1;0;29;0;0;0;0;0;#DIV/0!;22;0;
418;Mallorca;Iberian Peninsula;Tarraconensis;0;0;0;0;#DIV/0!;26;0;48;533;9.005628518;1;9.005628518;29;0.310538914;72;889;8.098987627;1;8.098987627;29;0.279275435;0;0;0;0;#DIV/0!;22;0;
419;Mallorca;Iberian Peninsula;North Africa;0;0;0;0;#DIV/0!;26;0;0;533;0;1;0;29;0;0;889;0;1;0;29;0;0;0;0;0;#DIV/0!;22;0;
420;Mallorca;Iberian Peninsula;Iberian Peninsula;0;0;0;0;#DIV/0!;26;0;291;533;54.59662289;1;54.59662289;29;1.882642169;340;889;38.24521935;1;38.24521935;29;1.318800667;0;0;0;0;#DIV/0!;22;0;
421;Mallorca;Iberian Peninsula;Aegean;0;0;0;0;#DIV/0!;26;0;0;533;0;1;0;29;0;0;889;0;1;0;29;0;0;0;0;0;#DIV/0!;22;0;
422;Mallorca;Iberian Peninsula;Western Mediterranean;0;0;0;0;#DIV/0!;26;0;0;533;0;1;0;29;0;0;889;0;1;0;29;0;0;0;0;0;#DIV/0!;22;0;
423;Mallorca;Iberian Peninsula;Eastern Mediterranean;0;0;0;0;#DIV/0!;26;0;0;533;0;1;0;29;0;0;889;0;1;0;29;0;0;0;0;0;#DIV/0!;22;0;
424;Mallorca;Iberian Peninsula;unknown;0;0;0;0;#DIV/0!;26;0;0;533;0;1;0;29;0;441;889;49.60629921;1;49.60629921;29;1.710562042;0;0;0;0;#DIV/0!;22;0;
425;Mallorca;Iberian Peninsula;Pontic Sea;0;0;0;0;#DIV/0!;26;0;0;533;0;1;0;29;0;0;889;0;1;0;29;0;0;0;0;0;#DIV/0!;22;0;
426;Mallorca;Iberian Peninsula;Egypt;0;0;0;0;#DIV/0!;26;0;0;533;0;1;0;29;0;0;889;0;1;0;29;0;0;0;0;0;#DIV/0!;22;0;
427;Mallorca;Iberian Peninsula;Gallia;0;0;0;0;#DIV/0!;26;0;0;533;0;1;0;29;0;0;889;0;1;0;29;0;0;0;0;0;#DIV/0!;22;0;
428;Mallorca;Iberian Peninsula;Adria;0;0;0;0;#DIV/0!;26;0;0;533;0;1;0;29;0;0;889;0;1;0;29;0;0;0;0;0;0;22;0;
260;Albintimilium;Italy;Italy;60;232;25.86206897;6;4.310344828;26;0.99469496;30;91;32.96703297;7;4.709576138;29;1.13679424;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
261;Albintimilium;Italy;Baetica;75;232;32.32758621;6;5.387931034;26;1.2433687;30;91;32.96703297;7;4.709576138;29;1.13679424;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
262;Albintimilium;Italy;Tarraconensis;20;232;8.620689655;6;1.436781609;26;0.331564987;6;91;6.593406593;7;0.941915228;29;0.227358848;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
263;Albintimilium;Italy;North Africa;0;232;0;6;0;26;0;0;91;0;7;0;29;0;0;0;0;7;0;29;0;0;0;0;4;0;22;0;
