ID;Site_name;region;origin;frequency_A;total_A;percentage_in_site_A;sites_A;percentage_all_A;frequency_B;total_B;percentage_site_B;sites_B;percentage_in_all_B;frequency_C;total_C;percentage_site_C;sites_C;percentage_all_C;frequency_D;total_D;percentage_site_D;sites_D;percentage_all_D
354;Berenike;North Africa;Eastern Mediterranean;141.6666;258.1659;54.87424947;24;2.286427061;121.5;467.9999;25.96154401;33;0.786713455;56.6666;478.9998;11.83019283;31;0.381619124;18.5;206.8333;8.944401119;23;0.388887005
356;Berenike;North Africa;unknown;0;258.1659;0;24;0;0;467.9999;0;33;0;0;478.9998;0;31;0;0;206.8333;0;23;0
357;Berenike;North Africa;Aegean;44.166;258.1659;17.10760406;24;0.712816836;57.6666;467.9999;12.32192571;33;0.373391688;124.6666;478.9998;26.02644093;31;0.839562611;158.5;206.8333;76.63176094;23;3.331815693
358;Berenike;North Africa;Western Mediterranean;11.3333;258.1659;4.389929111;24;0.182913713;76.3333;467.9999;16.31053767;33;0.494258717;31.1666;478.9998;6.506599794;31;0.209890316;0.8333;206.8333;0.402884835;23;0.017516732
359;Berenike;North Africa;Pontic Sea;0.5;258.1659;0.193673913;24;0.008069746;12.5;467.9999;2.670940742;33;0.080937598;25;478.9998;5.21920886;31;0.168361576;26;206.8333;12.57050968;23;0.546543899
360;Berenike;North Africa;Adria;0;258.1659;0;24;0;0;467.9999;0;33;0;0;478.9998;0;31;0;0;206.8333;0;23;0
361;Berenike;North Africa;Egypt;0;258.1659;0;24;0;0;467.9999;0;33;0;0;478.9998;0;31;0;0;206.8333;0;23;0
362;Berenike;North Africa;Iberian Peninsula;0;258.1659;0;24;0;0;467.9999;0;33;0;0;478.9998;0;31;0;0;206.8333;0;23;0
363;Carthage;North Africa;Italy;229;513;44.63937622;24;1.859974009;168.5;239.5;70.35490605;33;2.13196685;32.75;87.75;37.32193732;31;1.203933462;864.75;1093.75;79.06285714;23;3.437515528
364;Carthage;North Africa;Gallia;0;513;0;24;0;0;239.5;0;33;0;0;87.75;0;31;0;7;1093.75;0.64;23;0.027826087
365;Carthage;North Africa;Eastern Mediterranean;270;513;52.63157895;24;2.192982456;0;239.5;0;33;0;0;87.75;0;31;0;0;1093.75;0;23;0
367;Carthage;North Africa;unknown;5;513;0.974658869;24;0.040610786;34.25;239.5;14.3006263;33;0.433352312;29.25;87.75;33.33333333;31;1.075268817;132.75;1093.75;12.13714286;23;0.527701863
368;Carthage;North Africa;Aegean;0;513;0;24;0;0;239.5;0;33;0;0;87.75;0;31;0;0;1093.75;0;23;0
369;Carthage;North Africa;Western Mediterranean;9;513;1.754385965;24;0.073099415;36.75;239.5;15.34446764;33;0.464983868;25.75;87.75;29.34472934;31;0.946604172;89.25;1093.75;8.16;23;0.354782609
370;Carthage;North Africa;Pontic Sea;0;513;0;24;0;0;239.5;0;33;0;0;87.75;0;31;0;0;1093.75;0;23;0
371;Carthage;North Africa;Adria;0;513;0;24;0;0;239.5;0;33;0;0;87.75;0;31;0;0;1093.75;0;23;0
372;Carthage;North Africa;Egypt;0;513;0;24;0;0;239.5;0;33;0;0;87.75;0;31;0;0;1093.75;0;23;0
373;Carthage;North Africa;Iberian Peninsula;0;513;0;24;0;0;239.5;0;33;0;0;87.75;0;31;0;0;1093.75;0;23;0
374;Leptis Magna;North Africa;Italy;0;0;0;24;0;11.5;21;54.76190476;33;1.659451659;11.5;21;54.76190476;31;1.766513057;0;0;0;23;0
375;Leptis Magna;North Africa;Gallia;0;0;0;24;0;0;21;0;33;0;0;21;0;31;0;0;0;0;23;0
376;Leptis Magna;North Africa;Eastern Mediterranean;0;0;0;24;0;6;21;28.57142857;33;0.865800866;6;21;28.57142857;31;0.921658986;0;0;0;23;0
378;Leptis Magna;North Africa;unknown;0;0;0;24;0;0;21;0;33;0;0;21;0;31;0;0;0;0;23;0
379;Leptis Magna;North Africa;Aegean;0;0;0;24;0;1;21;4.761904762;33;0.144300144;1;21;4.761904762;31;0.153609831;0;0;0;23;0
380;Leptis Magna;North Africa;Western Mediterranean;0;0;0;24;0;2.5;21;11.9047619;33;0.360750361;2.5;21;11.9047619;31;0.384024578;0;0;0;23;0
381;Leptis Magna;North Africa;Pontic Sea;0;0;0;24;0;0;21;0;33;0;0;21;0;31;0;0;0;0;23;0
382;Leptis Magna;North Africa;Adria;0;0;0;24;0;0;21;0;33;0;0;21;0;31;0;0;0;0;23;0
383;Leptis Magna;North Africa;Egypt;0;0;0;24;0;0;21;0;33;0;0;21;0;31;0;0;0;0;23;0
384;Leptis Magna;North Africa;Iberian Peninsula;0;0;0;24;0;0;21;0;33;0;0;21;0;31;0;0;0;0;23;0
385;Sabratha;North Africa;Italy;182.1666;544.1666;33.47625525;24;1.394843969;239.9166;519.9166;46.14520867;33;1.398339657;50.4166;110.0832;45.79863231;31;1.477375236;36.75;122.4166;30.0204384;23;1.305236452
386;Sabratha;North Africa;Gallia;0;544.1666;0;24;0;0;519.9166;0;33;0;0;110.0832;0;31;0;0;122.4166;0;23;0
387;Sabratha;North Africa;Eastern Mediterranean;359;544.1666;65.972443;24;2.748851792;265.5;519.9166;51.06588249;33;1.547450985;50;110.0832;45.42019127;31;1.46516746;77.5;122.4166;63.30840752;23;2.752539457
389;Sabratha;North Africa;unknown;2;544.1666;0.367534501;24;0.015313938;12;519.9166;2.308062485;33;0.069941287;7.6666;110.0832;6.964368768;31;0.224657057;6.1666;122.4166;5.03738872;23;0.219016901
390;Sabratha;North Africa;Aegean;1;544.1666;0.183767251;24;0.007656969;2.5;519.9166;0.480846351;33;0.014571102;2;110.0832;1.816807651;31;0.058606698;2;122.4166;1.633765355;23;0.071033276
391;Sabratha;North Africa;Western Mediterranean;0;544.1666;0;24;0;0;519.9166;0;33;0;0;110.0832;0;31;0;0;122.4166;0;23;0
392;Sabratha;North Africa;Pontic Sea;0;544.1666;0;24;0;0;519.9166;0;33;0;0;110.0832;0;31;0;0;122.4166;0;23;0
393;Sabratha;North Africa;Adria;0;544.1666;0;24;0;0;519.9166;0;33;0;0;110.0832;0;31;0;0;122.4166;0;23;0
394;Sabratha;North Africa;Egypt;0;544.1666;0;24;0;0;519.9166;0;33;0;0;110.0832;0;31;0;0;122.4166;0;23;0
395;Sabratha;North Africa;Iberian Peninsula;0;544.1666;0;24;0;0;519.9166;0;33;0;0;110.0832;0;31;0;0;122.4166;0;23;0
396;Empuriae;Tarraconensis;Italy;17;32;53.125;24;2.213541667;0;0;0;33;0;0;0;0;31;0;0;0;0;23;0
397;Empuriae;Tarraconensis;Gallia;0;32;0;24;0;0;0;0;33;0;0;0;0;31;0;0;0;0;23;0
398;Empuriae;Tarraconensis;Eastern Mediterranean;0;32;0;24;0;0;0;0;33;0;0;0;0;31;0;0;0;0;23;0
399;Empuriae;Tarraconensis;North Africa;0;32;0;24;0;0;0;0;33;0;0;0;0;31;0;0;0;0;23;0
400;Empuriae;Tarraconensis;unknown;3;32;9.375;24;0.390625;0;0;0;33;0;0;0;0;31;0;0;0;0;23;0
401;Empuriae;Tarraconensis;Aegean;0;32;0;24;0;0;0;0;33;0;0;0;0;31;0;0;0;0;23;0
402;Empuriae;Tarraconensis;Western Mediterranean;0;32;0;24;0;0;0;0;33;0;0;0;0;31;0;0;0;0;23;0
403;Empuriae;Tarraconensis;Pontic Sea;0;32;0;24;0;0;0;0;33;0;0;0;0;31;0;0;0;0;23;0
404;Empuriae;Tarraconensis;Adria;0;32;0;24;0;0;0;0;33;0;0;0;0;31;0;0;0;0;23;0
405;Empuriae;Tarraconensis;Egypt;0;32;0;24;0;0;0;0;33;0;0;0;0;31;0;0;0;0;23;0
406;Empuriae;Tarraconensis;Iberian Peninsula;12;32;37.5;24;1.5625;0;0;0;33;0;0;0;0;31;0;0;0;0;23;0
407;Mallorca;Tarraconensis;Italy;76;99;76.76767677;24;3.198653199;19;100;19;33;0.575757576;0;0;0;31;0;0;0;0;23;0
408;Mallorca;Tarraconensis;Gallia;0;100;0;24;0;0;100;0;33;0;0;0;0;31;0;0;0;0;23;0
409;Mallorca;Tarraconensis;Eastern Mediterranean;0;100;0;24;0;0;100;0;33;0;0;0;0;31;0;0;0;0;23;0
410;Mallorca;Tarraconensis;North Africa;0;100;0;24;0;0;100;0;33;0;0;0;0;31;0;0;0;0;23;0
411;Mallorca;Tarraconensis;unknown;3;100;3;24;0.125;34;100;34;33;1.03030303;0;0;0;31;0;0;0;0;23;0
412;Mallorca;Tarraconensis;Aegean;0;100;0;24;0;0;100;0;33;0;0;0;0;31;0;0;0;0;23;0
413;Mallorca;Tarraconensis;Western Mediterranean;20;100;20;24;0.833333333;47;100;47;33;1.424242424;0;0;0;31;0;0;0;0;23;0
414;Mallorca;Tarraconensis;Pontic Sea;0;100;0;24;0;0;100;0;33;0;0;0;0;31;0;0;0;0;23;0
415;Mallorca;Tarraconensis;Adria;0;100;0;24;0;0;100;0;33;0;0;0;0;31;0;0;0;0;23;0
416;Mallorca;Tarraconensis;Egypt;0;100;0;24;0;0;100;0;33;0;0;0;0;31;0;0;0;0;23;0
417;Mallorca;Tarraconensis;Iberian Peninsula;0;100;0;24;0;0;100;0;33;0;0;0;0;31;0;0;0;0;23;0
418;Tarraco;Tarraconensis;Italy;0;0;0;24;0;68.15;316;21.5664557;33;0.65352896;68.15;235;29;31;0.935483871;0;39.27;0;23;0
419;Tarraco;Tarraconensis;Gallia;0;0;0;24;0;49.35;316;15.61708861;33;0.473245109;49.35;235;21;31;0.677419355;0;39.27;0;23;0
420;Tarraco;Tarraconensis;Eastern Mediterranean;0;0;0;24;0;0;316;0;33;0;0;235;0;31;0;0;39.27;0;23;0
421;Tarraco;Tarraconensis;North Africa;0;0;0;24;0;0;316;0;33;0;0;235;0;31;0;3.12;39.27;7.94499618;23;0.345434617
422;Tarraco;Tarraconensis;unknown;0;0;0;24;0;102.15;316;32.32594937;33;0.979574223;68.15;235;29;31;0.935483871;5.85;39.27;14.89686784;23;0.647689906
423;Tarraco;Tarraconensis;Aegean;0;0;0;24;0;0;316;0;33;0;0;235;0;31;0;0;39.27;0;23;0
424;Tarraco;Tarraconensis;Western Mediterranean;0;0;0;24;0;51.7;316;16.36075949;33;0.495780591;4.7;235;2;31;0.064516129;0;39.27;0;23;0
425;Tarraco;Tarraconensis;Pontic Sea;0;0;0;24;0;0;316;0;33;0;0;235;0;31;0;0;39.27;0;23;0
426;Tarraco;Tarraconensis;Adria;0;0;0;24;0;0;316;0;33;0;0;235;0;31;0;0;39.27;0;23;0
427;Tarraco;Tarraconensis;Egypt;0;0;0;24;0;0;316;0;33;0;0;235;0;31;0;0;39.27;0;23;0
428;Tarraco;Tarraconensis;Iberian Peninsula;0;0;0;24;0;44.65;316;14.12974684;33;0.428174147;44.65;235;19;31;0.612903226;30.3;39.27;77.15813598;23;3.354701564
