ID;Site_name;region;origin;frequency_A;total_A;percentage_in_site_A;sites_in_region_A;percentage_in_region_A;sites_A;percentage_all_A;rounded_A;frequency_B;total_B;percentage_site_B;sites_in_region_B;percentage_in_region_B;sites_B;percentage_in_all_B;rounded_B;frequency_C;total_C;percentage_site_C;sites_in_region_C;percentage_in_region_C;sites_C;percentage_all_C;rounded_C;frequency_D;total_D;percentage_site_D;sites_in_region_D;percentage_in_region_D;sites_D;percentage_all_D;rounded_D;;frequency_all;total_all;percentage_all;sites_all;percentage_all_all;percentage_all_all_rounded
350;Settefinestre;Italy;Egypt;0;408.4165;0;6;0;31;0;0;0;251.4165;0;8;0;35;0;0;0;251.4165;0;8;0;33;0;0;0;2151.75;0;5;0;25;0;0;;0;3062.9995;0;40;0;0
351;Settefinestre;Italy;Iberian Peninsula;0;408.4165;0;6;0;31;0;0;0;251.4165;0;8;0;35;0;0;0;251.4165;0;8;0;33;0;0;0;2151.75;0;5;0;25;0;0;;0;3062.9995;0;40;0;0
352;Berenike;North Africa;Italy;60.5;260.6659;23.20978693;3;7.736595645;31;0.748702804;0.7;197.5;469.9999;42.02128554;4;10.50532138;35;1.200608158;1.2;236;479.4998;49.21795588;4;12.30448897;33;1.491453208;1.5;3;206.8333;1.450443425;3;0.483481142;25;0.058017737;0.1;;497;1416.9989;35.07412744;40;0.876853186;0.9
353;Berenike;North Africa;Gallia;0;260.6659;0;3;0;31;0;0;2.5;469.9999;0.531915007;4;0.132978752;35;0.015197572;0;5.5;479.4998;1.147028633;4;0.286757158;33;0.034758443;0;0;206.8333;0;3;0;25;0;0;;8;1416.9989;0.56457348;40;0.014114337;0
354;Berenike;North Africa;Eastern Mediterranean;141.6666;260.6659;54.34796036;3;18.11598679;31;1.753160012;1.8;121.5;469.9999;25.85106933;4;6.462767333;35;0.738601981;0.7;56.6666;479.4998;11.81785686;4;2.954464215;33;0.358116874;0.4;18.5;206.8333;8.944401119;3;2.98146704;25;0.357776045;0.4;;338.3332;1416.9989;23.87674401;40;0.5969186;0.6
355;Berenike;North Africa;North Africa;2.5;260.6659;0.959082105;3;0.319694035;31;0.030938132;0;2;469.9999;0.425532005;4;0.106383001;35;0.012158057;0;0.5;479.4998;0.10427533;4;0.026068833;33;0.003159858;0;0;206.8333;0;3;0;25;0;0;;5;1416.9989;0.352858425;40;0.008821461;0
356;Berenike;North Africa;unknown;0;260.6659;0;3;0;31;0;0;0;469.9999;0;4;0;35;0;0;0;479.4998;0;4;0;33;0;0;0;206.8333;0;3;0;25;0;0;;0;1416.9989;0;40;0;0
357;Berenike;North Africa;Aegean;44.166;260.6659;16.94352809;3;5.647842698;31;0.546565422;0.5;57.6666;469.9999;12.26949197;4;3.067372993;35;0.350556913;0.4;124.6666;479.4998;25.99930177;4;6.499825443;33;0.787857629;0.8;158.5;206.8333;76.63176094;3;25.54392031;25;3.065270438;3.1;;384.9992;1416.9989;27.17004226;40;0.679251057;0.7
358;Berenike;North Africa;Western Mediterranean;11.3333;260.6659;4.347826087;3;1.449275362;31;0.140252454;0.1;76.3333;469.9999;16.24113112;4;4.060282779;35;0.464032318;0.5;31.1666;479.4998;6.499815016;4;1.624953754;33;0.196964091;0.2;0.8333;206.8333;0.402884835;3;0.134294945;25;0.016115393;0;;119.6665;1416.9989;8.445066542;40;0.211126664;0.2
359;Berenike;North Africa;Pontic Sea;0.5;260.6659;0.191816421;3;0.063938807;31;0.006187626;0;12.5;469.9999;2.659575034;4;0.664893758;35;0.075987858;0.1;25;479.4998;5.213766513;4;1.303441628;33;0.157992925;0.2;26;206.8333;12.57050968;3;4.190169894;25;0.502820387;0.5;;64;1416.9989;4.516587839;40;0.112914696;0.1
360;Berenike;North Africa;Adria;0;260.6659;0;3;0;31;0;0;0;469.9999;0;4;0;35;0;0;0;479.4998;0;4;0;33;0;0;0;206.8333;0;3;0;25;0;0;;0;1416.9989;0;40;0;0
361;Berenike;North Africa;Egypt;0;260.6659;0;3;0;31;0;0;0;469.9999;0;4;0;35;0;0;0;479.4998;0;4;0;33;0;0;0;206.8333;0;3;0;25;0;0;;0;1416.9989;0;40;0;0
362;Berenike;North Africa;Iberian Peninsula;0;260.6659;0;3;0;31;0;0;0;469.9999;0;4;0;35;0;0;0;479.4998;0;4;0;33;0;0;0;206.8333;0;3;0;25;0;0;;0;1416.9989;0;40;0;0
363;Carthage;North Africa;Italy;229;1146;19.98254799;3;6.660849331;31;0.644598322;0.6;168.5;589.75;28.57142857;4;7.142857143;35;0.816326531;0.8;32.75;433;7.563510393;4;1.890877598;33;0.229197285;0.2;864.75;1706.5;50.67389393;3;16.89129798;25;2.026955757;2;;1295;3875.25;33.41719889;40;0.835429972;0.8
364;Carthage;North Africa;Gallia;0;1146;0;3;0;31;0;0;0;589.75;0;4;0;35;0;0;0;433;0;4;0;33;0;0;7;1706.5;0.410196308;3;0.136732103;25;0.016407852;0;;7;3875.25;0.180633508;40;0.004515838;0
365;Carthage;North Africa;Eastern Mediterranean;270;1146;23.56020942;3;7.853403141;31;0.760006756;0.8;0;589.75;0;4;0;35;0;0;0;433;0;4;0;33;0;0;0;1706.5;0;3;0;25;0;0;;270;3875.25;6.967292433;40;0.174182311;0.2
366;Carthage;North Africa;North Africa;633;1146;55.23560209;3;18.41186736;31;1.781793616;1.8;350.25;589.75;59.38957185;4;14.84739296;35;1.69684491;1.7;345.25;433;79.73441109;4;19.93360277;33;2.416194275;2.4;612.75;1706.5;35.90682684;3;11.96894228;25;1.436273074;1.4;;1941.25;3875.25;50.09354235;40;1.252338559;1.3
367;Carthage;North Africa;unknown;5;1146;0.436300175;3;0.145433392;31;0.014074199;0;34.25;589.75;5.80754557;4;1.451886393;35;0.165929873;0.2;29.25;433;6.755196305;4;1.688799076;33;0.204702918;0.2;132.75;1706.5;7.779079988;3;2.593026663;25;0.3111632;0.3;;201.25;3875.25;5.193213341;40;0.129830334;0.1
368;Carthage;North Africa;Aegean;0;1146;0;3;0;31;0;0;0;589.75;0;4;0;35;0;0;0;433;0;4;0;33;0;0;0;1706.5;0;3;0;25;0;0;;0;3875.25;0;40;0;0
369;Carthage;North Africa;Western Mediterranean;9;1146;0.785340314;3;0.261780105;31;0.025333559;0;36.75;589.75;6.231454006;4;1.557863501;35;0.178041543;0.2;25.75;433;5.946882217;4;1.486720554;33;0.180208552;0.2;89.25;1706.5;5.23000293;3;1.74333431;25;0.209200117;0.2;;160.75;3875.25;4.148119476;40;0.103702987;0.1
370;Carthage;North Africa;Pontic Sea;0;1146;0;3;0;31;0;0;0;589.75;0;4;0;35;0;0;0;433;0;4;0;33;0;0;0;1706.5;0;3;0;25;0;0;;0;3875.25;0;40;0;0
371;Carthage;North Africa;Adria;0;1146;0;3;0;31;0;0;0;589.75;0;4;0;35;0;0;0;433;0;4;0;33;0;0;0;1706.5;0;3;0;25;0;0;;0;3875.25;0;40;0;0
372;Carthage;North Africa;Egypt;0;1146;0;3;0;31;0;0;0;589.75;0;4;0;35;0;0;0;433;0;4;0;33;0;0;0;1706.5;0;3;0;25;0;0;;0;3875.25;0;40;0;0
373;Carthage;North Africa;Iberian Peninsula;0;1146;0;3;0;31;0;0;0;589.75;0;4;0;35;0;0;0;433;0;4;0;33;0;0;0;1706.5;0;3;0;25;0;0;;0;3875.25;0;40;0;0
374;Leptis Magna;North Africa;Italy;0;0;0;3;0;31;0;0;11.5;21;54.76190476;4;13.69047619;35;1.56462585;1.6;11.5;21;54.76190476;4;13.69047619;33;1.659451659;1.7;0;0;0;3;0;25;0;0;;23;42;54.76190476;40;1.369047619;1.4
375;Leptis Magna;North Africa;Gallia;0;0;0;3;0;31;0;0;0;21;0;4;0;35;0;0;0;21;0;4;0;33;0;0;0;0;0;3;0;25;0;0;;0;42;0;40;0;0
376;Leptis Magna;North Africa;Eastern Mediterranean;0;0;0;3;0;31;0;0;6;21;28.57142857;4;7.142857143;35;0.816326531;0.8;6;21;28.57142857;4;7.142857143;33;0.865800866;0.9;0;0;0;3;0;25;0;0;;12;42;28.57142857;40;0.714285714;0.7
377;Leptis Magna;North Africa;North Africa;0;0;0;3;0;31;0;0;0;21;0;4;0;35;0;0;0;21;0;4;0;33;0;0;0;0;0;3;0;25;0;0;;0;42;0;40;0;0
378;Leptis Magna;North Africa;unknown;0;0;0;3;0;31;0;0;0;21;0;4;0;35;0;0;0;21;0;4;0;33;0;0;0;0;0;3;0;25;0;0;;0;42;0;40;0;0
379;Leptis Magna;North Africa;Aegean;0;0;0;3;0;31;0;0;1;21;4.761904762;4;1.19047619;35;0.136054422;0.1;1;21;4.761904762;4;1.19047619;33;0.144300144;0.1;0;0;0;3;0;25;0;0;;2;42;4.761904762;40;0.119047619;0.1
380;Leptis Magna;North Africa;Western Mediterranean;0;0;0;3;0;31;0;0;2.5;21;11.9047619;4;2.976190476;35;0.340136054;0.3;2.5;21;11.9047619;4;2.976190476;33;0.360750361;0.4;0;0;0;3;0;25;0;0;;5;42;11.9047619;40;0.297619048;0.3
381;Leptis Magna;North Africa;Pontic Sea;0;0;0;3;0;31;0;0;0;21;0;4;0;35;0;0;0;21;0;4;0;33;0;0;0;0;0;3;0;25;0;0;;0;42;0;40;0;0
382;Leptis Magna;North Africa;Adria;0;0;0;3;0;31;0;0;0;21;0;4;0;35;0;0;0;21;0;4;0;33;0;0;0;0;0;3;0;25;0;0;;0;42;0;40;0;0
383;Leptis Magna;North Africa;Egypt;0;0;0;3;0;31;0;0;0;21;0;4;0;35;0;0;0;21;0;4;0;33;0;0;0;0;0;3;0;25;0;0;;0;42;0;40;0;0
384;Leptis Magna;North Africa;Iberian Peninsula;0;0;0;3;0;31;0;0;0;21;0;4;0;35;0;0;0;21;0;4;0;33;0;0;0;0;0;3;0;25;0;0;;0;42;0;40;0;0
385;Sabratha;North Africa;Italy;182.1666;583.0416;31.24418566;3;10.41472855;31;1.007876957;1;239.9166;582.6666;41.17562256;4;10.29390564;35;1.176446359;1.2;50.4166;181.8332;27.72683976;4;6.931709941;33;0.840207266;0.8;36.75;339.1666;10.83538297;3;3.611794322;25;0.433415319;0.4;;509.2498;1686.708;30.19193601;40;0.7547984;0.8
386;Sabratha;North Africa;Gallia;0;583.0416;0;3;0;31;0;0;0;582.6666;0;4;0;35;0;0;0;181.8332;0;4;0;33;0;0;0;339.1666;0;3;0;25;0;0;;0;1686.708;0;40;0;0
387;Sabratha;North Africa;Eastern Mediterranean;359;583.0416;61.57365101;3;20.52455034;31;1.986246807;2;256.5;582.6666;44.02174417;4;11.00543604;35;1.257764119;1.3;50;181.8332;27.49772869;4;6.874432172;33;0.833264506;0.8;77.5;339.1666;22.85012734;3;7.616709114;25;0.914005094;0.9;;743;1686.708;44.05030391;40;1.101257598;1.1
388;Sabratha;North Africa;North Africa;38.875;583.0416;6.667620286;3;2.222540095;31;0.215084525;0.2;71.75;582.6666;12.31407464;4;3.078518659;35;0.351830704;0.4;71.75;181.8332;39.45924067;4;9.864810167;33;1.195734566;1.2;216.75;339.1666;63.90664647;3;21.30221549;25;2.556265859;2.6;;399.125;1686.708;23.66295767;40;0.591573942;0.6
389;Sabratha;North Africa;unknown;2;583.0416;0.343028696;3;0.114342899;31;0.011065442;0;12;582.6666;2.059496803;4;0.514874201;35;0.058842766;0.1;7.6666;181.8332;4.216281735;4;1.054070434;33;0.127766113;0.1;6.1666;339.1666;1.81816252;3;0.606054173;25;0.072726501;0.1;;27.8332;1686.708;1.650149285;40;0.041253732;0
390;Sabratha;North Africa;Aegean;1;583.0416;0.171514348;3;0.057171449;31;0.005532721;0;2.5;582.6666;0.429061834;4;0.107265458;35;0.01225891;0;2;181.8332;1.099909148;4;0.274977287;33;0.03333058;0;2;339.1666;0.589680706;3;0.196560235;25;0.023587228;0;;7.5;1686.708;0.444653135;40;0.011116328;0
391;Sabratha;North Africa;Western Mediterranean;0;583.0416;0;3;0;31;0;0;0;582.6666;0;4;0;35;0;0;0;181.8332;0;4;0;33;0;0;0;339.1666;0;3;0;25;0;0;;0;1686.708;0;40;0;0
392;Sabratha;North Africa;Pontic Sea;0;583.0416;0;3;0;31;0;0;0;582.6666;0;4;0;35;0;0;0;181.8332;0;4;0;33;0;0;0;339.1666;0;3;0;25;0;0;;0;1686.708;0;40;0;0
393;Sabratha;North Africa;Adria;0;583.0416;0;3;0;31;0;0;0;582.6666;0;4;0;35;0;0;0;181.8332;0;4;0;33;0;0;0;339.1666;0;3;0;25;0;0;;0;1686.708;0;40;0;0
394;Sabratha;North Africa;Egypt;0;583.0416;0;3;0;31;0;0;0;582.6666;0;4;0;35;0;0;0;181.8332;0;4;0;33;0;0;0;339.1666;0;3;0;25;0;0;;0;1686.708;0;40;0;0
395;Sabratha;North Africa;Iberian Peninsula;0;583.0416;0;3;0;31;0;0;0;582.6666;0;4;0;35;0;0;0;181.8332;0;4;0;33;0;0;0;339.1666;0;3;0;25;0;0;;0;1686.708;0;40;0;0
396;Empuriae;Tarraconensis;Italy;17;32;53.125;2;26.5625;31;1.713709677;1.7;0;0;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;17;32;53.125;40;1.328125;1.3
397;Empuriae;Tarraconensis;Gallia;0;32;0;2;0;31;0;0;0;0;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;32;0;40;0;0
398;Empuriae;Tarraconensis;Eastern Mediterranean;0;32;0;2;0;31;0;0;0;0;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;32;0;40;0;0
399;Empuriae;Tarraconensis;North Africa;0;32;0;2;0;31;0;0;0;0;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;32;0;40;0;0
400;Empuriae;Tarraconensis;unknown;3;32;9.375;2;4.6875;31;0.302419355;0.3;0;0;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;3;32;9.375;40;0.234375;0.2
401;Empuriae;Tarraconensis;Aegean;0;32;0;2;0;31;0;0;0;0;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;32;0;40;0;0
402;Empuriae;Tarraconensis;Western Mediterranean;0;32;0;2;0;31;0;0;0;0;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;32;0;40;0;0
403;Empuriae;Tarraconensis;Pontic Sea;0;32;0;2;0;31;0;0;0;0;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;32;0;40;0;0
404;Empuriae;Tarraconensis;Adria;0;32;0;2;0;31;0;0;0;0;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;32;0;40;0;0
405;Empuriae;Tarraconensis;Egypt;0;32;0;2;0;31;0;0;0;0;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;32;0;40;0;0
406;Empuriae;Tarraconensis;Iberian Peninsula;12;32;37.5;2;18.75;31;1.209677419;1.2;0;0;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;12;32;37.5;40;0.9375;0.9
407;Mallorca;Tarraconensis;Italy;76;100;76;2;38;31;2.451612903;2.5;19;100;19;2;9.5;35;0.542857143;0.5;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;95;200;47.5;40;1.1875;1.2
408;Mallorca;Tarraconensis;Gallia;0;100;0;2;0;31;0;0;0;100;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;200;0;40;0;0
409;Mallorca;Tarraconensis;Eastern Mediterranean;0;100;0;2;0;31;0;0;0;100;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;200;0;40;0;0
410;Mallorca;Tarraconensis;North Africa;0;100;0;2;0;31;0;0;0;100;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;200;0;40;0;0
411;Mallorca;Tarraconensis;unknown;4;100;4;2;2;31;0.129032258;0.1;34;100;34;2;17;35;0.971428571;1;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;38;200;19;40;0.475;0.5
412;Mallorca;Tarraconensis;Aegean;0;100;0;2;0;31;0;0;0;100;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;200;0;40;0;0
413;Mallorca;Tarraconensis;Western Mediterranean;20;100;20;2;10;31;0.64516129;0.6;47;100;47;2;23.5;35;1.342857143;1.3;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;67;200;33.5;40;0.8375;0.8
414;Mallorca;Tarraconensis;Pontic Sea;0;100;0;2;0;31;0;0;0;100;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;200;0;40;0;0
415;Mallorca;Tarraconensis;Adria;0;100;0;2;0;31;0;0;0;100;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;200;0;40;0;0
416;Mallorca;Tarraconensis;Egypt;0;100;0;2;0;31;0;0;0;100;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;200;0;40;0;0
417;Mallorca;Tarraconensis;Iberian Peninsula;0;100;0;2;0;31;0;0;0;100;0;2;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;0;200;0;40;0;0
418;Tarraco;Tarraconensis;Italy;0;0;0;2;0;31;0;0;68.15;235;29;2;14.5;35;0.828571429;0.8;68.15;235;29;1;29;33;0.878787879;0.9;0;39.27;0;1;0;25;0;0;;136.3;509.27;26.76379916;40;0.669094979;0.7
419;Tarraco;Tarraconensis;Gallia;0;0;0;2;0;31;0;0;49.35;235;21;2;10.5;35;0.6;0.6;49.35;235;21;1;21;33;0.636363636;0.6;0;39.27;0;1;0;25;0;0;;98.7;509.27;19.38068215;40;0.484517054;0.5
420;Tarraco;Tarraconensis;Eastern Mediterranean;0;0;0;2;0;31;0;0;0;235;0;2;0;35;0;0;0;235;0;1;0;33;0;0;0;39.27;0;1;0;25;0;0;;0;509.27;0;40;0;0
421;Tarraco;Tarraconensis;North Africa;0;0;0;2;0;31;0;0;0;235;0;2;0;35;0;0;0;235;0;1;0;33;0;0;3.12;39.27;7.94499618;1;7.94499618;25;0.317799847;0.3;;3.12;509.27;0.612641624;40;0.015316041;0
422;Tarraco;Tarraconensis;unknown;0;0;0;2;0;31;0;0;68.15;235;29;2;14.5;35;0.828571429;0.8;68.15;235;29;1;29;33;0.878787879;0.9;5.85;39.27;14.89686784;1;14.89686784;25;0.595874714;0.6;;142.15;509.27;27.91250221;40;0.697812555;0.7
423;Tarraco;Tarraconensis;Aegean;0;0;0;2;0;31;0;0;0;235;0;2;0;35;0;0;0;235;0;1;0;33;0;0;0;39.27;0;1;0;25;0;0;;0;509.27;0;40;0;0
424;Tarraco;Tarraconensis;Western Mediterranean;0;0;0;2;0;31;0;0;4.7;235;2;2;1;35;0.057142857;0.1;4.7;235;2;1;2;33;0.060606061;0.1;0;39.27;0;1;0;25;0;0;;9.4;509.27;1.845779253;40;0.046144481;0
425;Tarraco;Tarraconensis;Pontic Sea;0;0;0;2;0;31;0;0;0;235;0;2;0;35;0;0;0;235;0;1;0;33;0;0;0;39.27;0;1;0;25;0;0;;0;509.27;0;40;0;0
426;Tarraco;Tarraconensis;Adria;0;0;0;2;0;31;0;0;0;235;0;2;0;35;0;0;0;235;0;1;0;33;0;0;0;39.27;0;1;0;25;0;0;;0;509.27;0;40;0;0
427;Tarraco;Tarraconensis;Egypt;0;0;0;2;0;31;0;0;0;235;0;2;0;35;0;0;0;235;0;1;0;33;0;0;0;39.27;0;1;0;25;0;0;;0;509.27;0;40;0;0
428;Tarraco;Tarraconensis;Iberian Peninsula;0;0;0;2;0;31;0;0;44.65;235;19;2;9.5;35;0.542857143;0.5;44.65;235;19;1;19;33;0.575757576;0.6;30.3;39.27;77.15813598;1;77.15813598;25;3.086325439;3.1;;119.6;509.27;23.4845956;40;0.58711489;0.6
429;Valencia;Baetica;Italy;78;106;73.58490566;2;36.79245283;31;2.373706634;2.4;0;0;0;1;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;78;106;73.58490566;40;1.839622642;1.8
430;Valencia;Baetica;Tarraconensis;8;106;7.547169811;2;3.773584906;31;0.243457091;0.2;0;0;0;1;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;8;106;7.547169811;40;0.188679245;0.2
431;Valencia;Baetica;unknown;20;106;18.86792453;2;9.433962264;31;0.608642727;0.6;0;0;0;1;0;35;0;0;0;0;0;1;0;33;0;0;0;0;0;1;0;25;0;0;;20;106;18.86792453;40;0.471698113;0.5
